"","Overall"
"la_llave.temp_max_T_3",31.4025608157635
"la_llave.humedad_max_T_3",0
"la_llave.temp_med_T_3",28.9080493027193
"la_llave.humedad_med_T_3",15.0392496059833
"la_llave.temp_min_T_3",58.5829085402186
"la_llave.humedad_min_T_3",36.7615655560855
"la_llave.temp_max_T_2",26.1868601477608
"la_llave.humedad_max_T_2",17.1542834596768
"la_llave.temp_med_T_2",12.5184244410165
"la_llave.humedad_med_T_2",25.1323804924433
"la_llave.temp_min_T_2",26.5530392380646
"la_llave.humedad_min_T_2",43.8936230263972
"la_llave.temp_max_T_1",97.5782452588494
"la_llave.humedad_max_T_1",64.956362384468
"la_llave.temp_med_T_1",83.2380967034002
"la_llave.humedad_med_T_1",100
"la_llave.temp_min_T_1",60.9084856798441
"la_llave.humedad_min_T_1",91.6389308921825
