"","Overall"
"junin.temp_max_T_3",31.4224401006149
"junin.humedad_max_T_3",0
"junin.temp_med_T_3",36.9445865968894
"junin.humedad_med_T_3",12.9274156467959
"junin.temp_min_T_3",34.9644337630999
"junin.humedad_min_T_3",9.99286869153227
"tunuyan.temp_max_T_3",14.0019665585556
"tunuyan.humedad_max_T_3",14.7919544448734
"tunuyan.temp_med_T_3",26.2096007184758
"tunuyan.humedad_med_T_3",7.35898462324432
"tunuyan.temp_min_T_3",29.7024023664377
"tunuyan.humedad_min_T_3",14.9577854373131
"agua_amarga.temp_max_T_3",25.652634427319
"agua_amarga.humedad_max_T_3",4.82102389064378
"agua_amarga.temp_med_T_3",25.0623769934578
"agua_amarga.humedad_med_T_3",14.7110558467994
"agua_amarga.temp_min_T_3",24.901894961714
"agua_amarga.humedad_min_T_3",4.01252679551454
"las_paredes.temp_max_T_3",20.4729233855689
"las_paredes.humedad_max_T_3",11.9380575336668
"las_paredes.temp_med_T_3",21.4884966011842
"las_paredes.humedad_med_T_3",12.6082718760785
"las_paredes.temp_min_T_3",19.0367240111897
"las_paredes.humedad_min_T_3",13.1790763374931
"la_llave.temp_max_T_3",29.5453384341043
"la_llave.humedad_max_T_3",11.5899719197068
"la_llave.temp_med_T_3",23.0012360840813
"la_llave.humedad_med_T_3",14.0075506133466
"la_llave.temp_min_T_3",31.7582888984966
"la_llave.humedad_min_T_3",16.1098000529865
"junin.temp_max_T_2",27.4795186053659
"junin.humedad_max_T_2",19.3721905278152
"junin.temp_med_T_2",26.6781442642287
"junin.humedad_med_T_2",25.6556555663956
"junin.temp_min_T_2",28.3751358980189
"junin.humedad_min_T_2",19.9348803753618
"tunuyan.temp_max_T_2",17.7522118815851
"tunuyan.humedad_max_T_2",3.33198203201746
"tunuyan.temp_med_T_2",37.3134481889765
"tunuyan.humedad_med_T_2",5.23304840561648
"tunuyan.temp_min_T_2",29.27852615674
"tunuyan.humedad_min_T_2",14.7008001367812
"agua_amarga.temp_max_T_2",18.004076061899
"agua_amarga.humedad_max_T_2",7.59437177006829
"agua_amarga.temp_med_T_2",13.6381020809184
"agua_amarga.humedad_med_T_2",14.5338755119284
"agua_amarga.temp_min_T_2",20.4715509978276
"agua_amarga.humedad_min_T_2",16.3741064303447
"las_paredes.temp_max_T_2",28.3561863462806
"las_paredes.humedad_max_T_2",4.35313471323454
"las_paredes.temp_med_T_2",29.8748104134617
"las_paredes.humedad_med_T_2",12.0887524284696
"las_paredes.temp_min_T_2",24.6618786214079
"las_paredes.humedad_min_T_2",19.5310754464559
"la_llave.temp_max_T_2",31.6240461453692
"la_llave.humedad_max_T_2",11.0465316995624
"la_llave.temp_med_T_2",8.99006903632282
"la_llave.humedad_med_T_2",8.23864080971986
"la_llave.temp_min_T_2",21.6754292962942
"la_llave.humedad_min_T_2",25.3934102235701
"junin.temp_max_T_1",80.0007865898976
"junin.humedad_max_T_1",33.4897231812576
"junin.temp_med_T_1",100
"junin.humedad_med_T_1",75.8347760807454
"junin.temp_min_T_1",66.6437460394522
"junin.humedad_min_T_1",60.0865775092755
"tunuyan.temp_max_T_1",64.9953972311721
"tunuyan.humedad_max_T_1",53.2656042388068
"tunuyan.temp_med_T_1",53.740680725602
"tunuyan.humedad_med_T_1",96.1034888418775
"tunuyan.temp_min_T_1",50.1453849545911
"tunuyan.humedad_min_T_1",87.7497832317493
"agua_amarga.temp_max_T_1",39.3163692544872
"agua_amarga.humedad_max_T_1",27.8981699969632
"agua_amarga.temp_med_T_1",54.1508405511073
"agua_amarga.humedad_med_T_1",34.1761473447746
"agua_amarga.temp_min_T_1",34.3039305424509
"agua_amarga.humedad_min_T_1",63.8538471822562
"las_paredes.temp_max_T_1",48.0459418610777
"las_paredes.humedad_max_T_1",33.6788560445868
"las_paredes.temp_med_T_1",39.2675485197541
"las_paredes.humedad_med_T_1",45.6304800753593
"las_paredes.temp_min_T_1",57.6697950047776
"las_paredes.humedad_min_T_1",54.4414206132938
"la_llave.temp_max_T_1",51.7381364305599
"la_llave.humedad_max_T_1",34.5281606303299
"la_llave.temp_med_T_1",36.0245889641536
"la_llave.humedad_med_T_1",54.6522386160727
"la_llave.temp_min_T_1",55.1141889749329
"la_llave.humedad_min_T_1",70.8012432446615
