"","Overall"
"las_paredes.temp_max_T_3",4.37164140855769
"las_paredes.humedad_max_T_3",8.68317738101048
"las_paredes.temp_med_T_3",18.2376680693381
"las_paredes.humedad_med_T_3",13.1097848395391
"las_paredes.temp_min_T_3",14.1116142407639
"las_paredes.humedad_min_T_3",19.3752130900825
"las_paredes.temp_max_T_2",5.42243145634763
"las_paredes.humedad_max_T_2",11.2243480735709
"las_paredes.temp_med_T_2",0
"las_paredes.humedad_med_T_2",15.6923875391719
"las_paredes.temp_min_T_2",0.868833272530503
"las_paredes.humedad_min_T_2",22.9408830591033
"las_paredes.temp_max_T_1",19.4943701717984
"las_paredes.humedad_max_T_1",17.866182980229
"las_paredes.temp_med_T_1",100
"las_paredes.humedad_med_T_1",48.1286338785602
"las_paredes.temp_min_T_1",30.8989845577815
"las_paredes.humedad_min_T_1",51.4811043486433
