"","Overall"
"junin.temp_max_T_3",21.6756261335684
"junin.humedad_max_T_3",7.72883005685984
"junin.temp_med_T_3",13.9031382536429
"junin.humedad_med_T_3",16.9780260240087
"junin.temp_min_T_3",19.1550376110964
"junin.humedad_min_T_3",20.2500177674944
"tunuyan.temp_max_T_3",20.8875218949871
"tunuyan.humedad_max_T_3",15.9750451609132
"tunuyan.temp_med_T_3",27.720996343765
"tunuyan.humedad_med_T_3",14.9079117218058
"tunuyan.temp_min_T_3",28.422378088918
"tunuyan.humedad_min_T_3",10.6703035030226
"agua_amarga.temp_max_T_3",13.0681585492994
"agua_amarga.humedad_max_T_3",7.6479495067595
"agua_amarga.temp_med_T_3",19.1634658935762
"agua_amarga.humedad_med_T_3",13.3320863341078
"agua_amarga.temp_min_T_3",21.7663323025367
"agua_amarga.humedad_min_T_3",11.195004464369
"las_paredes.temp_max_T_3",15.6438872216837
"las_paredes.humedad_max_T_3",9.81946954705452
"las_paredes.temp_med_T_3",12.1366955402967
"las_paredes.humedad_med_T_3",11.7468098166871
"las_paredes.temp_min_T_3",11.1294926259768
"las_paredes.humedad_min_T_3",1.55124673988848
"la_llave.temp_max_T_3",3.78211941458278
"la_llave.humedad_max_T_3",4.32290860254962
"la_llave.temp_med_T_3",16.1357208096976
"la_llave.humedad_med_T_3",15.285088690981
"la_llave.temp_min_T_3",17.0943640804836
"la_llave.humedad_min_T_3",8.48889701716253
"junin.temp_max_T_2",17.0370933252601
"junin.humedad_max_T_2",2.8682363473173
"junin.temp_med_T_2",5.84651801691498
"junin.humedad_med_T_2",15.5910954062034
"junin.temp_min_T_2",27.6273665821384
"junin.humedad_min_T_2",15.821569932722
"tunuyan.temp_max_T_2",34.5456275621449
"tunuyan.humedad_max_T_2",2.30370719878919
"tunuyan.temp_med_T_2",36.2515217231699
"tunuyan.humedad_med_T_2",11.7909577047355
"tunuyan.temp_min_T_2",34.986249319028
"tunuyan.humedad_min_T_2",7.06316000888438
"agua_amarga.temp_max_T_2",27.6261588357019
"agua_amarga.humedad_max_T_2",14.4876959132128
"agua_amarga.temp_med_T_2",8.59761298301471
"agua_amarga.humedad_med_T_2",14.9392983277375
"agua_amarga.temp_min_T_2",11.2299313823091
"agua_amarga.humedad_min_T_2",8.81081451783984
"las_paredes.temp_max_T_2",30.5094718553858
"las_paredes.humedad_max_T_2",4.45870932062429
"las_paredes.temp_med_T_2",12.376291187738
"las_paredes.humedad_med_T_2",9.25300067604284
"las_paredes.temp_min_T_2",14.7151640864228
"las_paredes.humedad_min_T_2",16.0575161146988
"la_llave.temp_max_T_2",34.2882760738019
"la_llave.humedad_max_T_2",0
"la_llave.temp_med_T_2",11.6808622314313
"la_llave.humedad_med_T_2",7.64196155458083
"la_llave.temp_min_T_2",14.0685036489515
"la_llave.humedad_min_T_2",9.05046842645687
"junin.temp_max_T_1",49.9303380901735
"junin.humedad_max_T_1",12.2832991283952
"junin.temp_med_T_1",33.8866030918172
"junin.humedad_med_T_1",36.3158828261832
"junin.temp_min_T_1",39.2089390072032
"junin.humedad_min_T_1",56.6827950511327
"tunuyan.temp_max_T_1",42.0993988968411
"tunuyan.humedad_max_T_1",11.9975062413209
"tunuyan.temp_med_T_1",74.3966690598434
"tunuyan.humedad_med_T_1",60.6625894907062
"tunuyan.temp_min_T_1",75.8967435441295
"tunuyan.humedad_min_T_1",100
"agua_amarga.temp_max_T_1",37.3488785420996
"agua_amarga.humedad_max_T_1",32.24342426111
"agua_amarga.temp_med_T_1",25.0952070611282
"agua_amarga.humedad_med_T_1",48.782806835495
"agua_amarga.temp_min_T_1",54.4593435956184
"agua_amarga.humedad_min_T_1",38.3666946226581
"las_paredes.temp_max_T_1",34.2321532478488
"las_paredes.humedad_max_T_1",23.3412183815914
"las_paredes.temp_med_T_1",37.5993176457061
"las_paredes.humedad_med_T_1",58.7114662918845
"las_paredes.temp_min_T_1",53.2832226810709
"las_paredes.humedad_min_T_1",58.3725074306073
"la_llave.temp_max_T_1",30.7842620903659
"la_llave.humedad_max_T_1",27.7043206681966
"la_llave.temp_med_T_1",38.9412137251664
"la_llave.humedad_med_T_1",44.9768122763674
"la_llave.temp_min_T_1",51.0311781728193
"la_llave.humedad_min_T_1",71.1842845003357
