"","date-max","X21.HumRel-max","X45.soilMoisture-max","X44.soilMoisture-max","X28.temp-max","X27.temp-max","X25.temp-max","X24.temp-max","X23.temp-max","X22.temp-max","X21.temp-max","X21.HumRel-mean","X45.soilMoisture-mean","X44.soilMoisture-mean","X28.temp-mean","X27.temp-mean","X25.temp-mean","X24.temp-mean","X23.temp-mean","X22.temp-mean","X21.temp-mean","X21.HumRel-min","X45.soilMoisture-min","X44.soilMoisture-min","X28.temp-min","X27.temp-min","X25.temp-min","X24.temp-min","X23.temp-min","X22.temp-min","X21.temp-min"
"62",2011-08-23,91,20.3,18.3,15.1,15.4,15.06,14.94,15.7,15.81,14.5,76.3611161619595,18.9132437810869,17.6638215665642,8.0639175257732,7.79423114784321,7.6577497457554,7.56018403902965,7.63031339035649,7.50780762174099,6.79099610863189,52,18.2,16.9,1.1,1.4,0.81,0.63,0.2,0.31,-0.27
"63",2011-08-24,91,19.3,17.6,16.8,17.6,17.13,17.25,17.8,17.19,16.81,81.3525809766158,18.5677026862418,16.8417371885974,9.93603468586677,9.88538284381144,9.5820531428524,9.48722281813417,9.84753579060098,9.28652032256606,8.93502902955433,63,17.1,15.9,3.1,3.7,2.88,2.81,3.1,2.75,2.48
"64",2011-08-25,92,19,17.1,19.5,21.9,20.63,20.31,21.6,19.06,18.86,79.7418207097916,18.355891351029,16.3069140976644,10.8529244581739,11.2735303045049,10.8287910032808,10.6283646324346,10.6916316753638,10.2569184208369,9.84765231781572,53,17.4,15.1,3.5,4,3.44,3.38,3.4,3.13,2.48
"65",2011-08-26,91,19.1,16.5,17.7,17.4,17,17.06,17.7,17.06,17.05,77.6655286827011,18.0573907416781,15.7121775735036,10.7659793814433,10.4814889374807,10.363986149366,10.4511337704336,10.9893906469843,10.494630779946,9.90760875399113,52,17.3,15,6.5,6.2,6.06,6.19,6.9,6.19,5.67
"66",2011-08-27,91,18.5,16.1,18.7,17.4,17.75,17.56,17.7,17.31,16.78,78.8169861190458,17.8211761960776,15.3455274054579,12.8769338754814,12.618343242091,12.5086734693878,12.55055069135,13.1274598047634,12.4082363082015,12.0743691407278,69,17,14.7,9.5,9.1,9.19,9.31,9.9,9.13,8.76
"67",2011-08-28,91,18.9,15.8,17.5,19.6,18.38,18.19,19.2,17.13,16.67,81.5463917525773,18.0226440616672,15.105518072619,11.8581695805744,12.1319342121427,11.8320961497368,11.5572694193032,11.8194208877353,11.3384007541729,10.7411340206186,63,17.1,14.2,7.3,7.5,7.31,6.56,5.8,6.38,4.93
"68",2011-08-29,92,18.5,15.3,20.5,20.5,20.19,20.19,21.9,19.88,19.91,73.0413593079429,17.6038919085889,14.5337167338139,12.970323389689,12.811431574297,12.450618556701,12.5776787986979,12.5719781514479,12.2803546211412,11.5875446173783,42,16.1,12.9,5.3,6.2,5.56,5.5,5,4.81,4.29
"69",2011-08-30,91,17.9,14.5,19.2,21.9,20.44,19.56,21,19.06,18.67,73.1865103553899,16.9888286205188,13.778981435203,11.1241827298849,11.5016645336127,11.1086597938144,10.7979794121207,10.7737819030837,10.547300712521,9.85590833552177,39,15.9,13,2.6,4.1,3.25,3.38,1.8,2.44,1.29
"70",2011-08-31,90,18,13.7,16.8,18.7,18,18.25,18.7,16.63,16.03,68.2470204204423,16.4605318892517,12.7866409065639,7.91661213583766,8.76205064710282,8.17068612625236,7.91499461553432,7.52224272092642,7.02463917525773,6.78107908712484,37,15.5,11.7,-0.7,0.1,-0.81,-0.69,-1.1,-1.44,-1.99
"71",2011-09-01,89.1647299128474,17.1,12.7,17.4,17.5,17.38,17.44,18.2,17.5,17.19,68.6255861832304,16.0034582068143,11.9415865129826,9.58150819043758,9.41732518485252,9.20528156199806,8.97983746404875,9.21157995096012,8.84615986253699,8.20035861323647,41,15.2,10.5,1.2,1.8,1.25,1.5,0.7,0.31,0.13
"72",2011-09-02,87,16.7,11.7,23.1,23.4,23.13,23.13,23.8,23,22.7806206900736,59.0756092865834,15.6026313413605,10.9069488790767,12.7771979896795,12.609777175627,12.4171947714222,12.2788732994646,12.9821602287013,12.276867308179,11.8314550378137,32,14.2,9.9,1.3,1.7,0.38,0.81,0.3,-0.06,-0.33
"73",2011-09-03,79,16.1,10.5,26.8,27.7,26.63,26.44,27.2,26.94,26.69,60.1391342124008,15.2588287420187,9.66021532495778,18.6258155943284,18.6467767194746,18.1889690721649,18.1077357115434,19.0124817454479,18.2723659710943,17.8244163531706,42,14.2,8.6,9.1,9.4,8.69,8.69,9.6,8.75,8.18
