"","date","junin.temp_max","junin.humedad_max","junin.temp_med","junin.radiacion_med","junin.humedad_med","junin.temp_min","junin.humedad_min","tunuyan.temp_max","tunuyan.humedad_max","tunuyan.temp_med","tunuyan.radiacion_med","tunuyan.humedad_med","tunuyan.temp_min","tunuyan.humedad_min","agua_amarga.temp_max","agua_amarga.humedad_max","agua_amarga.temp_med","agua_amarga.radiacion_med","agua_amarga.humedad_med","agua_amarga.temp_min","agua_amarga.humedad_min","las_paredes.temp_max","las_paredes.humedad_max","las_paredes.temp_med","las_paredes.radiacion_med","las_paredes.humedad_med","las_paredes.temp_min","las_paredes.humedad_min","la_llave.temp_max","la_llave.humedad_max","la_llave.temp_med","la_llave.radiacion_med","la_llave.humedad_med","la_llave.temp_min","la_llave.humedad_min"
"2009-06-20",2009-06-20,14.59,74,9.57916666666667,18.625,58.0416666666667,6.08,45,14,81,7.93333333333333,1,60.75,4.06,36,15.24,83,7.16666666666667,9.95833333333333,63.6666666666667,3.16,36,14.7777197249424,72.3709808472204,8.23234808308474,-20.7928757791923,52.4842911371294,1.53974494443086,29.5156352431548,12.16,76,7.17083333333333,1.41597039866317,52.7083333333333,3.08,35
"2009-06-21",2009-06-21,14.59,87,7.5375,113.166666666667,63.3333333333333,0.72,36,13.75,85,4.90833333333333,1,64.6666666666667,-2.09,29,11.13,84,4.26666666666667,134.625,69.9166666666667,-0.2,41,14.6881648906745,71.7856841147593,7.55484005425735,69.424271809894,52.799322571641,-0.638444358259664,28.4872528002036,16.01,80,6.7375,1.44461685366436,56.875,-0.79,28
"2009-06-22",2009-06-22,11.03,93,4.2125,86.125,64.6666666666667,-1.47,35,10.65,82,3.87083333333333,1,46.625,-5.02,26,8.7,74,3.1,140.583333333333,56.625,-1.27,37,11.3212322813098,83.2224914482678,4.90291537774075,-9.4847857289368,54.2804760159143,-1.64981440172684,36.1433913309368,12.08,76,3.00416666666667,1.47326330866555,52.7083333333333,-3.39,28
"2009-06-23",2009-06-23,14.08,90,4.34166666666667,133.125,53.8333333333333,-2.6,19,14.88,80,2.75,1,40.55,-7.96,9,12.29,70,2.87916666666667,152.458333333333,40.8333333333333,-4.41,11,15.2561397290427,62.6348882294843,4.18775523295415,-13.4073444180983,37.3681425199687,-6.52182126221685,19.9430985046845,13.85,70,3.07083333333333,1.50190976366675,37.625,-5.48,12
"2009-06-24",2009-06-24,14.62,71,3.60416666666667,129.75,50.9583333333333,-2.95,29,14.16,76,-0.220833333333333,1,46.625,-9.44,10,12.11,56,-2.82588235294118,44.9058823529412,50.2352941176471,-5.65,17,16.6414866707762,51.1063192980055,1.76855330097958,-107.465335119732,41.1640587740356,-4.29291933982014,17.4571378581884,17.43,60,3.42083333333333,1.53055621866794,39.5833333333333,-8.14,19
"2009-06-25",2009-06-25,13.75,72,5.26666666666667,92.9166666666667,51.0833333333333,-1.07,33,14.21,76,1.04583333333333,1,50,-8.29,11,12.62,54,3.77083333333333,113.416666666667,35.7083333333333,-3.03,13,12.0630065528995,61.2042293159539,1.89653852382717,-43.9456438046796,38.2724766119279,-5.97074737757857,16.4122033223087,12.06,63,3.26666666666667,1.55920267366913,42.1666666666667,-6.09,22
"2009-06-26",2009-06-26,15.52,76,5.57083333333333,123.333333333333,57.0416666666667,-0.63,30,15.29,77,2.50833333333333,1,51.7916666666667,-6.72,14,13.49,58,4.12916666666667,137.708333333333,45.4166666666667,-2.62,25,15.65947363104,55.3214573143005,7.3354853754352,34.922496528247,35.1535968193098,-0.597509429519711,25.1154830302164,15.19,64,5.09166666666667,1.58784912867033,44.7083333333333,-4.46,26
"2009-06-27",2009-06-27,15.68,91,5.1125,121.875,62.1666666666667,-2.85,32,14.65,79,2.92916666666667,1,52.4166666666667,-6.29,21,12.95,64,4.60833333333333,130.416666666667,47.875,-2.9,31,18.4696941473326,66.756944901527,6.80061108372965,-25.7546689658572,43.7208888228862,-1.4788555703693,30.6108396705742,17.87,64,7.28333333333333,1.61649558367152,41.25,-1.32,24
"2009-06-28",2009-06-28,18.2,70,8.55,91.4583333333333,53.125,2.9,26,20.03,63,8.34166666666667,1,43.4166666666667,1.9,15,16.22,54,9.1375,122.208333333333,40.8333333333333,4.21,26,15.2419237636452,57.1949392715445,8.12137759690364,51.0506838160463,51.5077510884065,2.64854550132484,31.8723306238039,15.88,63,5.88333333333333,1.64514203867271,47.375,-1.25,29
"2009-06-29",2009-06-29,18.25,94,8.10833333333333,131.708333333333,53.9166666666667,-1.19,22,17.76,78,5.09166666666667,1,47.9583333333333,-4.59,11,15.57,57,7.79583333333333,149.458333333333,39.0833333333333,0.26,21,16.1442588614765,60.7335361518222,8.77693779437513,-27.504135407507,41.5414686508146,0.74556867261589,22.0623119505114,19.08,68,7.37916666666667,1.67378849367391,40.2916666666667,-4.03,15
"2009-06-30",2009-06-30,16.73,74,6.43333333333333,128.708333333333,51.5416666666667,-0.79,26,16.22,75,3.57916666666667,1,48.5833333333333,-6.21,16,14.11,58,6.07916666666667,83.6666666666667,42.25,-1.12,22,14.3376104700752,51.7657981515526,3.47471307624849,-77.3105346273911,42.4865993980332,-2.84390192769607,28.7559963271442,16.81,65,5.99583333333333,1.7024349486751,40.875,-4.2,21
"2009-07-01",2009-07-01,16.58,78,6.72916666666667,131.875,48.125,-1.45,21,15.86,75,3.80416666666667,1,43.125,-5.78,9,13.54,49,6.60416666666667,150.5,32.9583333333333,-0.45,14,13.894179968852,45.9876036997056,5.6773115014924,54.1650323760063,36.4102929671769,-1.83467009395035,20.4332070738121,14.9,51,6.53333333333333,1.7310814036763,31.625,-2.27,13
"2009-07-02",2009-07-02,17.4,63,6.62083333333333,124.833333333333,44.1666666666667,-1.7,21,16.76,70,3.56666666666667,1,41.3333333333333,-6.06,10,16.32,46,6.02083333333333,164.5,31.5416666666667,-1.19,13,19.5783811413763,39.2656076767641,8.80105088196252,-9.39574196918383,24.1936783292816,-2.03727299398488,15.5439307889616,20.7,47,7.30833333333333,1.75972785867749,29.3333333333333,-3.72,13
"2009-07-03",2009-07-03,17.76,63,7.7375,127.833333333333,44.4166666666667,1.49,26,18.05,72,4.15833333333333,1,44,-5.96,12,16.19,42,7.12916666666667,127.916666666667,31.875,-0.33,18,18.020880921012,46.609464484303,7.30069484136015,-74.6899836916049,36.2875613403744,0.239108306704851,28.7383028393323,20.06,49,9.1625,1.78837431367868,32.1666666666667,-1.25,22
"2009-07-04",2009-07-04,18.97,81,7.32916666666667,108.666666666667,55.375,-1.25,29,19.8,75,5.69166666666667,1,45.8333333333333,-5.43,12,18.64,52,10.3166666666667,107.25,32.3333333333333,0.03,12,21.2273187339814,43.4172883063253,9.10207077052609,-26.4642389748757,26.5037922519436,-2.31721002555983,16.9171129090945,21.63,56,8.8625,1.81702076867988,39,-1.25,24
"2009-07-05",2009-07-05,20.47,86,8.74166666666667,101.916666666667,63.4583333333333,0.21,31,21.19,61,11.8916666666667,1,34.75,1.98,10,24.03,48,14.4708333333333,115.083333333333,27.2916666666667,5.36,10,21.1517118489955,51.2329506121738,11.5179530555677,-107.765714857521,40.4398051248789,4.38958142832434,29.3970510471398,21.55,63,9.29583333333333,1.84566722368107,44.7083333333333,-1.4,29
"2009-07-06",2009-07-06,22.3,82,11.8666666666667,130.583333333333,54.5,3.03,18,21.22,73,9.80833333333333,1,47.4166666666667,-1.3,23,21.09,63,11.9666666666667,150.666666666667,46.25,3.08,31,23.6979352182677,54.3931880380751,14.6374089506397,48.4377665431753,36.7769558207,5.22544158049156,20.4799387899574,23.38,59,12.3041666666667,1.87431367868226,39.7083333333333,2.77,23
"2009-07-07",2009-07-07,23.1,88,10.1166666666667,126.5,42.4166666666667,-0.96,12,19.67,55,9.3875,1,20.4166666666667,-1.07,9,19.46,45,11.6833333333333,143.75,13.5416666666667,3.75,8,15.1349042732648,50.0745925131104,7.5187163889699,-104.124582358946,34.2920406131483,3.15820705136466,25.5477838037063,17.07,52,11.7833333333333,1.90296013368346,21.875,4.11,13
"2009-07-08",2009-07-08,11.98,74,4.47083333333333,133.375,43.2916666666667,-2.04,25,11.08,71,0.541666666666667,1,42.2916666666667,-8.04,12,9.06,48,-0.532558139534884,87.0930232558139,39.7325581395349,-4.31,22,13.8293814740274,36.5505312683115,5.38680746332163,-57.4692079183374,17.4502185971273,-3.07514206289804,2.80648798804669,12.42,57,3.34583333333333,1.93160658868465,31.75,-6.97,14
"2009-07-09",2009-07-09,15.08,73,3.15416666666667,137.375,51.0833333333333,-3.87,21,15.52,72,0.3125,1,41.875,-11.06,9,13.72,50,-3.7549504950495,40.4455445544554,43.0247524752475,-6.7,14,20.2163495228609,46.3062895689965,4.36806875037106,12.7890304740406,25.1915251638467,-4.95075051648144,8.99208107621084,19.54,48,6.09166666666667,1.96025304368584,26.5833333333333,-6.34,10
"2009-07-10",2009-07-10,13.11,82,4.93333333333333,132.375,53.0416666666667,-2.14,34,12.42,62,2.79583333333333,1,42.75,-4.64,23,10.31,55,4.10833333333333,140.375,35.75,-2.11,22,9.69499355105011,67.7955398601901,3.33997674511344,-59.2766655475754,50.5487845555481,-2.39191427363397,26.558811019788,10.59,62,6.00833333333333,1.98889949868704,39.7083333333333,-2.09,23
"2009-07-11",2009-07-11,16.37,89,3.95833333333333,134.666666666667,62.625,-4.08,26,18.07,76,2.15833333333333,1,47.1666666666667,-8.8,9,16.81,65,-2.47472527472527,43.2197802197802,54.4395604395604,-6.34,12,15.596224243718,49.3246283394799,6.22164719782295,-31.6473424023628,36.0553366139612,-1.03440231097783,21.100124662547,21.42,64,7.16666666666667,2.01754595368823,35.6666666666667,-4.1,12
"2009-07-12",2009-07-12,18.38,75,6.5,134.916666666667,47.375,-2.7,19,23.48,68,4.85,1,38.0416666666667,-7.41,9,23.56,40,11.3354166666667,363.75,19.5,-2.27,9,20.1502810898761,27.9647482375705,9.94228358934604,58.5581930094072,18.9433370213355,2.05332927001159,11.5442667229089,20.08,39,9.30416666666667,2.04619240868942,25.625,0.44,13
"2009-07-13",2009-07-13,12.77,72,6.5,138.916666666667,44.75,-2.5,25,12.08,71,4.33333333333333,1,36.3333333333333,-3.72,11,10.77,50,5.37083333333333,159.041666666667,34.9166666666667,-0.79,21,11.1880901689644,41.3663785447602,6.13497858337313,-46.4269603926218,30.8664952922822,-1.98841606310417,19.8410499234793,14.36,59,5.0875,2.07483886369062,29.9166666666667,-7.13,13
"2009-07-14",2009-07-14,15.19,73,4.275,132.5,48.75,-3.75,22,14.77,69,1.5,1,41.3333333333333,-7.51,9,13.08,44,2.33148148148148,136.148148148148,32.2407407407407,-4.84,12,19.8900343937886,44.5400469005498,6.39562181100715,9.07983757382871,22.224204290546,-5.03237074241402,5.93935644022623,17.63,53,4.4375,2.10348531869181,28.9166666666667,-7.94,12
"2009-07-15",2009-07-15,17.71,65,6.14166666666667,131.083333333333,42.4583333333333,-2.01,17,19.67,69,4.275,1,33.875,-6.97,9,18.18,40,6.6875,146.083333333333,22.2916666666667,-2.67,9,14.7882903888269,38.3730408764499,7.31621457342395,-35.3545910019923,29.3003221760011,-0.0759053094670854,26.05989896974,19.21,51,5.45,2.13213177369301,27.8333333333333,-5.32,11
"2009-07-16",2009-07-16,18.43,68,5.89583333333333,137.166666666667,41.375,-2.34,17,18.1,67,2.39583333333333,1,36.125,-8.5,9,16.94,31,5.3,161.541666666667,20.5833333333333,-3.64,11,23.7168110291394,48.0484913776118,9.15929198878854,-39.8717458439414,24.0284364907083,-4.62355280454487,9.18587616958399,21.19,52,6.24166666666667,2.1607782286942,27.7916666666667,-7.25,11
"2009-07-17",2009-07-17,17.14,69,5.3875,123.583333333333,50.4583333333333,-2.52,27,17.3,66,2.49130434782609,1,41.695652173913,-7.18,11,14.88,35,4.975,142.291666666667,27.875,-2.14,17,18.9666306921336,45.8395735054052,7.27782117643072,34.3389664387529,30.2591433329639,-5.42900816294741,26.6280498306385,18.02,50,6.85,2.18942468369539,32.375,-4.28,22
"2009-07-18",2009-07-18,17.22,75,7.8375,131.666666666667,51.5416666666667,-0.3,28,16.45,75,3.375,1,49.25,-6.14,19,13.95,48,6.00416666666667,150.708333333333,38.8333333333333,-1.04,28,17.8175133964667,56.6282724471495,8.61690287031526,-42.4379159179075,33.7220043379897,-0.516936782113508,18.208378808833,15.13,69,5.20416666666667,2.21807113869659,48.4583333333333,-3.62,31
"2009-07-19",2009-07-19,16.71,74,9.90833333333333,115.083333333333,55.7083333333333,3.9,39,15.34,74,6.825,1,51.4166666666667,-1.96,30,13.29,57,7.44583333333333,106.708333333333,46.7083333333333,0.36,36,13.637192748263,76.3409292703522,8.53001938379736,-40.4828051651473,53.8442160607751,1.93448270934087,40.1873619647214,16.65,73,10.8875,2.24671759369778,49.9583333333333,3.67,35
"2009-07-20",2009-07-20,13.26,98,10.1791666666667,73.0416666666667,66.4166666666667,4.21,56,13.36,70,8.90416666666667,1,57.5,4.39,46,12.36,68,8.59583333333333,75.2083333333333,56.1666666666667,5.21,45,11.1419979775846,75.0064351826546,8.122476107998,-55.0751294271035,63.4741574125341,5.43651812554386,55.6248915252208,11.21,77,8.39583333333333,2.27536404869897,69.8333333333333,4.44,52
"2009-07-21",2009-07-21,16.16,99,8.65833333333333,122.333333333333,72.6666666666667,2.77,38,15.73,84,7.1625,1,61,-1.58,29,13.98,82,6.825,134.041666666667,63.625,-0.12,32,15.1208669919113,88.6895236646889,7.97156542400739,7.92009374003,58.4786847604105,2.20885187919625,33.0251884431835,16.29,87,8.278,2.30460730484603,64.22,1.52,27
"2009-07-22",2009-07-22,3.98,99,1.25,54.125,86.25,-1.45,68,5.26,82,0.8125,1,70.25,-2.21,39,2.54,82,-0.9125,76.6666666666667,72,-3.95,45,3.89475350084199,82.8112541348719,0.441095525818495,66.0734247091377,67.7883170956251,-2.29166628970497,47.225875799572,7.16,81,1.75,2.33385056099308,51.8333333333333,-3.72,22
"2009-07-23",2009-07-23,8.34,99,0.116666666666667,154.958333333333,73.375,-5.5,34,8.11,80,-0.5125,1,61.4583333333333,-5.17,19,6.21,77,-1.14583333333333,180.75,61.25,-6.77,38,8.1898491322415,57.8022337680039,-0.0936772441049669,42.5373126404016,39.3323937992347,-6.07393434490445,23.631822582583,9.98,72,-0.1875,2.36249701599427,38.0416666666667,-10,14
"2009-07-24",2009-07-24,13.34,92,2.02173913043478,157.217391304348,60.5652173913044,-4.41,20,12.59,77,-0.2,1,52,-8.85,9,10.44,69,-2.39895833333333,92.8541666666667,55.8229166666667,-6.06,17,14.6976730296565,62.2422954790224,3.0762909926468,-17.5151269255667,39.5199755509157,-7.22262059151239,18.0081832329023,15.73,68,2.48333333333333,2.39114347099546,37.2083333333333,-10.22,11
"2009-07-25",2009-07-25,15.19,83,3.97916666666667,149.125,50.625,-3.92,18,14.36,77,1.8875,1,50.125,-6.8,13,11.72,61,3.0375,160.5,45.7083333333333,-3.26,25,10.4016902503499,68.9397421957627,0.998762217916491,86.0731224796508,46.4082265828299,-7.80983420404679,22.734041219654,14.24,53,4.925,2.41978992599666,30.625,-3.72,19
"2009-07-26",2009-07-26,15.62,79,4.8375,151.625,50.5833333333333,-2.32,21,14.49,76,1.54166666666667,1,50.4166666666667,-7.63,12,12.85,65,1.46379310344828,145.672413793103,50.7413793103448,-4.51,24,15.9490948263979,64.5360653999115,2.19517620580454,12.9639305174872,40.2277795013245,-7.63152913433236,18.2765946971955,18.02,70,4.19583333333333,2.44843638099785,39.7083333333333,-8.27,12
"2009-07-27",2009-07-27,17.25,73,6.61666666666667,150.541666666667,43.8333333333333,-0.89,19,16.37,78,2.475,1,46.9583333333333,-7.28,9,13.54,60,4.475,168.25,39.4583333333333,-3.18,14,11.2782290774315,42.5222737551696,4.04075591920644,-108.710100193684,28.1265172237736,-2.18203770061126,9.51450184162814,13.95,59,4.33333333333333,2.47708283599905,28.4583333333333,-5.83,10
"2009-07-28",2009-07-28,16.09,57,6.94166666666667,153.958333333333,38.2916666666667,0.31,18,17.32,76,4.43333333333333,1,41.4583333333333,-5.73,9,14.65,52,5.69090909090909,159.886363636364,34.8636363636364,-1.19,13,14.983956566467,39.3979480199228,5.21063702220786,-29.049235264873,26.6175224510499,-2.19821625082901,6.70356305723476,15.55,46,4.8375,2.50572929100024,25.9583333333333,-4.36,11
"2009-07-29",2009-07-29,18.05,62,6.11666666666667,151.166666666667,43.25,-1.04,18,16.6,78,2.40833333333333,1,44.7916666666667,-7.56,10,14.16,55,4.45833333333333,171.291666666667,36.6666666666667,-3.36,17,1.47,37,-0.05,1,33.5,-1.98,32,15.91,62,2.8,2.53437574600143,31.875,-9.21,12
"2009-07-30",2009-07-30,15.31,61,5.7375,150.583333333333,42.875,-0.43,24,15.98,71,3.32916666666667,1,40.7916666666667,-6.47,11,13.47,56,4.63333333333333,172.375,36.5416666666667,-3.75,20,13.67,42,3.6875,1.75,31.9166666666667,-4.2,21,15.24,43,3.6625,2.56302220100263,29.1666666666667,-4.94,15
"2009-07-31",2009-07-31,16.5,70,6.7625,141,47.2083333333333,-1.76,24,16.09,74,3.47083333333333,1,47.7916666666667,-5.6,13,13.85,56,5.37083333333333,140.125,40.7083333333333,-1.83,24,16.83,48,7.76666666666667,1.75,36.0416666666667,-0.33,25,18.25,55,6.9375,2.59166865600382,33.75,-3.39,18
"2009-08-01",2009-08-01,17.92,70,7.84583333333333,151.416666666667,46.5416666666667,0.93,22,17.14,75,4.96666666666667,1,43.5,-4.84,11,14.88,57,6.5125,173.083333333333,38.5833333333333,-1.02,21,16.5,65,6.65,1.75,40.9583333333333,-2.7,24,17.99,60,7.87916666666667,2.62031511100501,35.5416666666667,-2.47,19
"2009-08-02",2009-08-02,19.59,74,7.3,152.041666666667,50.1666666666667,-1.12,21,17.99,78,4.19166666666667,1,46.2083333333333,-6.31,12,16.65,57,6.2625,171.25,39.0833333333333,-2.8,20,20.34,56,8.6,1.58333333333333,36.625,-1.5,21,20.29,64,7.39166666666667,2.64896156600621,35.3333333333333,-4.92,15
"2009-08-03",2009-08-03,19.7,80,7.57916666666667,157.541666666667,51.3333333333333,-1.02,23,18.9,77,5.45,1,45.75,-4.43,12,17.69,52,7.55,165.916666666667,38.0833333333333,-0.22,22,22.5,51,10.1583333333333,1.66666666666667,34.9166666666667,-0.35,23,20.42,40,11.4916666666667,2.6776080210074,29.4583333333333,4.36,19
"2009-08-04",2009-08-04,19.26,75,8.17916666666667,159,49.7916666666667,-0.48,23,18.23,74,6.29166666666667,1,45.7916666666667,-4.61,15,16.22,52,8.81666666666667,128,37.7916666666667,1.72,24,18.87,55,9.51666666666667,1.70833333333333,38.5416666666667,0.65,26,19.85,54,9.425,2.70625447600859,37.2916666666667,0.67,21
"2009-08-05",2009-08-05,18.43,69,10.9041666666667,160.541666666667,44.7083333333333,3.36,27,17.63,78,5.05833333333333,1,46.9166666666667,-3.67,12,15.24,60,7.70833333333333,182.375,39.0833333333333,0.42,22,17.74,54,10.0083333333333,1.83333333333333,28.7916666666667,3.16,12,20.26,62,9.92916666666667,2.73490093100979,28.25,-0.86,9
"2009-08-06",2009-08-06,14.95,63,7.27916666666667,163.458333333333,38.8333333333333,-0.28,22,13.29,64,5.92083333333333,1,37.0416666666667,-0.2,12,9.49,40,6.3375,99.0416666666667,32.3333333333333,3.59,25,11.44,46,4.5125,1.54166666666667,33.5833333333333,-2.14,23,12.83,54,3.5375,2.76354738601098,31.8333333333333,-6.14,16
"2009-08-07",2009-08-07,15.03,60,7.24166666666667,151.958333333333,38.7083333333333,1.31,20,15.19,72,5.3875,1,38.0416666666667,-2.21,9,13.39,45,6.4875,166.583333333333,30.625,0.49,12,13.54,44,4.92916666666667,1.75,31.9583333333333,-2.65,18,14.7,44,5.53333333333333,2.79219384101217,30.5833333333333,-2.39,11
"2009-08-08",2009-08-08,16.83,66,6.87083333333333,165.083333333333,39.7083333333333,-1.19,23,15.13,72,2.61666666666667,1,40.5833333333333,-7.48,10,13.34,46,4.05,188.541666666667,31.2916666666667,-4.18,17,16.91,45,5.59583333333333,1.91666666666667,29.75,-4.13,14,17.94,58,4.67083333333333,2.82084029601337,29.75,-8.57,10
"2009-08-09",2009-08-09,20.86,67,8.75,171.666666666667,43.75,1.08,18,20.73,77,5.0625,1,42.4166666666667,-6.72,9,19.54,47,7.36666666666667,194.75,28.1666666666667,-2.78,9,22.35,45,9.95833333333333,1.91666666666667,24.5,-0.71,10,23.66,51,9.75833333333333,2.84948675101456,25.5416666666667,-3.62,10
"2009-08-10",2009-08-10,22.87,58,11.0333333333333,168.791666666667,35.5416666666667,2.85,14,23.25,69,6.78333333333333,1,37.5833333333333,-4.69,9,21.6,36,9.68333333333333,187.166666666667,21.7916666666667,0.98,10,21.94,27,10.4846153846154,1.38461538461538,18.1538461538462,4.34,12,26.53,37,12.675,2.87813320601576,19.1666666666667,-1.65,11
"2009-08-11",2009-08-11,24.08,67,11.5083333333333,170.625,38.375,2.75,15,24.41,70,8.6125,1,37.2916666666667,-3.16,9,23.82,32,11.5208333333333,185.625,22.4583333333333,2.93,12,29.4288937928531,31.1543167922022,15.8586285170038,45.5101279134639,9.48483463620121,5.93634017375059,4.43053394147847,27.53,35,15.3291666666667,2.90677966101695,19.625,4.85,12
"2009-08-12",2009-08-12,24.82,72,12.6125,154,40.0416666666667,1.08,18,31.06,62,11.825,1,32.75,-1.91,9,29.62,36,21.2682692307692,288.567307692308,15.1634615384615,5.13,8,26.71,31,19.7866666666667,1.93333333333333,22.3333333333333,5.95,16,26.32,31,17.0916666666667,2.93542611601814,21.125,8.44,14
"2009-08-13",2009-08-13,17.84,55,12.3125,161.5,30,4.24,16,20.98,42,11.8291666666667,1,17.75,0.8,9,20.31,43,11.1125,164.875,23.25,3.62,12,17.61,44,12.8,1,34,8.18,26,17.58,53,9.65833333333333,2.96407257101934,25,0.31,10
"2009-08-14",2009-08-14,28.2,62,11.4291666666667,168.916666666667,32.4583333333333,0.88,8,24,63,7.72916666666667,1,32.875,-3.57,9,23.05,34,10.4375,36.375,22.4166666666667,-0.25,13,25.21,23,21.5909090909091,1.90909090909091,19.6363636363636,15.37,15,26.55,46,10.725,2.99271902602053,24.75,-3.03,11
"2009-08-15",2009-08-15,27.38,43,16.7791666666667,157.875,30.625,8.75,9,21.11,61,14.8166666666667,1,31.7083333333333,7.72,11,20.34,73,13.7076923076923,73.3076923076923,39.6923076923077,5.9,18,17.3972419234776,46.4880147325656,11.2248404712844,-111.468866755463,29.3070802236404,4.95285700355747,7.48730742496971,17.94,50,11.3791666666667,3.02136548102172,32.2916666666667,4.9,17
"2009-08-16",2009-08-16,14.7,91,9.18333333333333,122.25,56,3.16,28,12.59,77,6.13333333333333,1,59.4583333333333,-0.38,31,9.67,78,5.37916666666667,95.2916666666667,60.9583333333333,2.13,41,13.6454732173553,65.8448821186377,6.38219129547461,-33.6049191202275,52.0568674272414,0.925865511994608,29.0134902263811,16.68,62,8.95416666666667,3.05001193602292,36.875,1.72,14
"2009-08-17",2009-08-17,16.94,91,7.00833333333333,178.083333333333,57.7083333333333,-0.22,23,16.04,82,3.99583333333333,1,50.25,-5.48,11,13.24,68,5.64166666666667,182.958333333333,46.2916666666667,-1.91,22,18.4839437819562,58.0684529701805,8.43651526914008,-3.68395364220831,30.5430313878802,0.920922794525424,11.2235919130044,17.04,66,6.12916666666667,3.07865839102411,38.375,-1.55,14
"2009-08-18",2009-08-18,12.13,91,6.925,57.125,53.875,2.34,28,8.72,83,4.875,1,62.625,0.39,39,7.62,77,5.7625,25.2083333333333,60.875,3.72,45,11.98,50,7.50769230769231,1.07692307692308,35,-0.63,30,12.77,47,6.375,3.1073048460253,31.3333333333333,1.65,18
"2009-08-19",2009-08-19,16.68,98,8.84166666666667,184.541666666667,65.75,2.75,28,14.77,86,7.17083333333333,1,66,2.03,30,12.49,80,6.46666666666667,153.625,64.5416666666667,2.49,43,14.52,58,6.06666666666667,1.83333333333333,41.875,-2.34,28,16.99,58,6.95833333333333,3.1359513010265,36.6666666666667,-1.55,19
"2009-08-20",2009-08-20,17.74,87,8.21666666666667,187.083333333333,56.25,0.44,25,16.19,83,6.20416666666667,1,54.5416666666667,-1.78,18,14.57,72,7.05833333333333,190.583333333333,54.0416666666667,-0.17,32,17.99,65,7.62916666666667,1.95833333333333,42.4166666666667,-1.93,24,19.52,67,8.7875,3.16459775602769,39.7916666666667,-1.07,18
"2009-08-21",2009-08-21,19.03,94,8.69166666666667,187.041666666667,57.0416666666667,-1.76,27,17.25,82,6.24166666666667,1,55.4166666666667,-3.18,19,15.68,71,7.2125,199.583333333333,51.875,0.06,30,19.18,56,10.1083333333333,1.91666666666667,38.7916666666667,1.21,27,20.83,47,11.1125,3.19324421102889,33.8333333333333,3.13,22
"2009-08-22",2009-08-22,21.53,82,10.7958333333333,189.791666666667,53.6666666666667,2.31,25,20.96,81,8.34583333333333,1,48.125,-2.75,15,18.82,65,9.87083333333333,212.75,45.75,2.18,25,19.67,68,9.73333333333333,2.04166666666667,41.9583333333333,-1.09,27,21.65,62,11.1083333333333,3.22189066603008,38.2083333333333,1.18,22
"2009-08-23",2009-08-23,21.94,79,11.9875,190.875,48.9583333333333,2.77,25,21.53,81,9.0125,1,48.125,-1.81,15,18.79,60,10.6458333333333,209.375,43.6666666666667,3.18,26,17.79,60,8.65833333333333,1.52083333333333,47.1041666666667,-0.15,32,19.77,52,10.8166666666667,3.25053712103127,38.2083333333333,2.98,26
"2009-08-24",2009-08-24,22.43,70,12.9041666666667,170.583333333333,48.375,5.13,25,22.94,81,9.4875,1,50.0416666666667,-1.27,15,21.11,65,10.9916666666667,182,46.2916666666667,3.08,26,21.09,61,11.0833333333333,1.5,45.2916666666667,2.03,32,20.06,64,10.6041666666667,3.27918357603247,41.75,-0.02,28
"2009-08-25",2009-08-25,27.02,75,15.3291666666667,182.5,45.125,6.11,19,25.98,80,11.0916666666667,1,47.375,-0.63,13,24.93,55,13.6333333333333,200.708333333333,39.2083333333333,4.47,20,29.62,51,15.9708333333333,1.91666666666667,35.4583333333333,5.24,19,29.52,59,15.1916666666667,3.30783003103366,36.0833333333333,1.7,16
"2009-08-26",2009-08-26,30.24,59,17.7833333333333,189.125,39.25,9.08,16,32.12,74,14.3291666666667,1,41.625,0.85,9,29.67,46,17.725,218.083333333333,29.125,8.34,13,29.82,45,18.1125,2.08333333333333,32.1666666666667,6.75,24,30.88,48,16.3521739130435,3.335879684889,33.0869565217391,5.34,20
"2009-08-27",2009-08-27,28.95,56,18.4958333333333,202.083333333333,35.875,9.03,19,28.56,75,13.95,1,41.375,1.36,11,26.76,37,17.1958333333333,220.166666666667,27.2083333333333,8.88,16,24.88,40,17.4166666666667,2.10416666666667,32.125,9.36,27,26.45,45,17.9708333333333,3.36392933874433,28.0416666666667,9.24,20
"2009-08-28",2009-08-28,30.11,55,18.9875,198.583333333333,37.3333333333333,10.03,18,30.29,79,14.4833333333333,1,42.1666666666667,1.24,11,27.94,46,17.35,221.833333333333,32.2083333333333,7.95,17,32.69,42,20.2291666666667,2.16666666666667,32.2083333333333,10.36,22,33.74,52,18.9208333333333,3.39257579374552,34,6.52,19
"2009-08-29",2009-08-29,31.11,51,21.0416666666667,204.791666666667,32.0416666666667,11.85,17,31.78,70,16.4041666666667,1,39.2916666666667,2.42,13,29.31,38,19.4875,216.666666666667,29.0833333333333,11.52,22,28.41,43,19.125,2.20833333333333,32.1666666666667,10.08,24,29.54,44,19.4916666666667,3.42122224874672,30.2708333333333,9.83,20
"2009-08-30",2009-08-30,22.84,43,18.0791666666667,170.125,33.7916666666667,14.44,24,23.43,55,15.4208333333333,1,30.875,7.72,16,21.47,47,16.2914893617021,493.212765957447,33.6382978723404,9.13,27,18.61,50,13.2222222222222,1,36.6666666666667,6.21,29,21.86,38,16.9583333333333,3.44986870374791,28,10.36,22
