"","date","junin.temp_max","junin.humedad_max","junin.temp_med","junin.radiacion_med","junin.humedad_med","junin.temp_min","junin.humedad_min","tunuyan.temp_max","tunuyan.humedad_max","tunuyan.temp_med","tunuyan.radiacion_med","tunuyan.humedad_med","tunuyan.temp_min","tunuyan.humedad_min","agua_amarga.temp_max","agua_amarga.humedad_max","agua_amarga.temp_med","agua_amarga.radiacion_med","agua_amarga.humedad_med","agua_amarga.temp_min","agua_amarga.humedad_min","las_paredes.temp_max","las_paredes.humedad_max","las_paredes.temp_med","las_paredes.radiacion_med","las_paredes.humedad_med","las_paredes.temp_min","las_paredes.humedad_min","la_llave.temp_max","la_llave.humedad_max","la_llave.temp_med","la_llave.radiacion_med","la_llave.humedad_med","la_llave.temp_min","la_llave.humedad_min"
"2001-09-14",2001-09-14,19.39,93,10.675,270.291666666667,57.75,3.21,19,19.21,85,9.12916666666667,240.25,56.5416666666667,1.11,19,17.3,74,8.68333333333333,265.458333333333,55.2083333333333,1.7,27,23.77,70,11.4375,269.375,43.3333333333333,1.72,13,23.0585736105469,79.5602859420139,11.081607636459,278.889219147698,51.6139738214712,3.30883201207316,22.1365545605633
"2001-09-15",2001-09-15,13.42,74,8.88571428571429,1,49.7142857142857,5.62,17,17.25,72,9.39583333333333,234.208333333333,37.5833333333333,2.88,13,14.65,64,8.59583333333333,243.166666666667,38.9166666666667,4.75,19,17.45,59,10.625,269.75,31.2916666666667,0.72,15,15.8718605355708,65.1507158722293,8.32333245482783,180.847774720498,43.2024355754121,3.77312938130924,28.8954960798997
"2001-09-16",2001-09-16,21.01,65,15.0866666666667,428.466666666667,18.8,6.62,8,18.92,82,7.4,250.541666666667,47.7916666666667,-3.31,12,16.96,63,8.26086956521739,274.913043478261,40.2173913043478,0,17,20.93,68,8.25,275.083333333333,36.4166666666667,-3.49,10,23.2945091670457,70.0204025121179,8.16322256997353,275.88027932977,37.6075015887533,-2.06275056699421,6.64257182793074
"2001-09-17",2001-09-17,22.25,72,10.8541666666667,257.25,37,0.65,10,23.74,79,9.4,245.708333333333,44.5416666666667,-2.44,10,21.11,59,10.5375,262.5,34.0833333333333,1.24,11,21.65,61,10.9875,261.166666666667,29.5,-1.25,15,22.9776249635513,66.0341183538608,12.7614189036706,292.409521036442,39.0663249494704,0.712160949303966,28.4295775665494
"2001-09-18",2001-09-18,9.36,68,5.9625,1,62.25,4,49,24.95,84,10.9958333333333,251.625,44.4166666666667,-1.73,10,22.99,52,12.5041666666667,266.458333333333,32.2083333333333,3.9,11,26.89,57,14.0958333333333,265.416666666667,32.625,2.83,11,22.460635141487,66.5241617961263,10.8906296970435,126.299270643683,46.2360264490564,3.62833471267593,30.9216043348258
"2001-09-19",2001-09-19,22.5887351001751,63.5913067694555,14.2921532459567,249.254462774734,32.9782365858749,4.74066010374813,16.5366732527677,26.29,73,12.7083333333333,248.333333333333,39.5,0.42,10,23.74,44,14.3041666666667,264.041666666667,26.4166666666667,4.85,12,24.46,62,14.5,319.842105263158,36.8421052631579,1.75,20,21.3473124899439,67.5995045083925,12.1462036378044,257.943791806463,51.1419397416255,1.6474883027383,41.1730594488662
"2001-09-20",2001-09-20,22.6691056749069,54.5839423917865,17.2069773426258,368.412155355667,32.4430422609944,11.9518722179081,17.8790422433569,23.23,82,12.0458333333333,239.458333333333,45.7083333333333,1.26,12,21.09,49,12.9727272727273,196.590909090909,32.2727272727273,5.7,15,22.43,61,13.5708333333333,258.541666666667,38.2083333333333,5.67,18,19.39,31,19,826,31,18.72,31
"2001-09-21",2001-09-21,25.4509328963597,92.1932361077754,16.3164519547322,296.597497551637,52.5551531525114,7.1961358979125,28.4891188282869,25.24,83,13.0416666666667,222.666666666667,48.5833333333333,1.36,15,23.18,58,13.9041666666667,253.333333333333,36.625,4.11,19,24.8,60,14.4684210526316,249.894736842105,42.6842105263158,6.03,25,27.6920741670442,72.9400505712878,15.794420522576,299.178047955648,50.6821832685116,4.34529874532139,29.5115760802909
"2001-09-22",2001-09-22,27.4213173800999,83.437729996359,19.9663957048195,296.274566587233,48.1043779854788,10.0048041370577,23.2165059527213,27.87,85,15.5166666666667,221.541666666667,50.2916666666667,3.06,19,25.65,56,16.6208333333333,244.458333333333,38.5,7.72,21,24.46,59,16.5869565217391,243.869565217391,45.0434782608696,8.98,32,25.34,70,20.4428571428571,92.1428571428571,50.7142857142857,15.21,40
"2001-09-23",2001-09-23,18.066306319075,79.1474513599681,13.9547536986609,150.962822343153,70.669119669222,10.9324523813621,52.5035154451095,21.76,77,15.4833333333333,134.916666666667,54.7083333333333,10.13,32,20.11,73,14.3791666666667,123.458333333333,54.0416666666667,8.8,34,20.11,83,11.1041666666667,63.2291666666667,71.6041666666667,6.36,43,19.39,83,13.8666666666667,95.0416666666667,72.2916666666667,10.95,63
"2001-09-24",2001-09-24,16.5624836239989,86.4844720380855,14.0761717299348,98.9296555173686,63.9258908573547,10.3305923792875,47.7071187087743,16.81,81,12.6,98.125,62.1666666666667,9.62,44,14,78,11.3541666666667,89.4166666666667,63.0833333333333,8.75,46,18.1,86,11.4625,181.791666666667,67.5833333333333,6.47,37,19.18,92,12.4958333333333,149.708333333333,74.7916666666667,7.9,44
"2001-09-25",2001-09-25,17.89,49,15.4166666666667,393.916666666667,38.5833333333333,13.36,33,16.42,78,12.1708333333333,85.0833333333333,56.6666666666667,9.39,26,14.03,79,10.5083333333333,82.125,60.4166666666667,6.9,32,18.12,83,12.7190476190476,158.333333333333,53.5714285714286,7.54,31,18.46,90,12.7875,136.791666666667,66.9583333333333,7.83,42
"2001-09-26",2001-09-26,13.42,81,10.69,6.9,73.4,9.57,49,13.13,82,9.55833333333333,48.0833333333333,69.25,5.54,53,9.98,78,8.4875,43.0833333333333,68.0416666666667,5.8,58,11.52,86,8.56666666666667,36.0833333333333,81.9583333333333,7.29,57,12.03,92,9.7875,33.25,86.4166666666667,8.26,66
"2001-09-27",2001-09-27,15.6353836948915,111.488280270636,11.5161038890883,201.214827122091,80.3317070274669,8.30248660173557,50.4764462947441,18.1,84,9.94166666666667,206.5,63.0416666666667,3.83,30,14.8,79,9.34166666666667,186,60.9166666666667,3.95,36,14.75,85,9.175,150.25,73.375,5.42,53,15.13,91,10.0818181818182,129.681818181818,79.7727272727273,7.39,59
"2001-09-28",2001-09-28,12.3726537206561,90.6585682019186,8.86152243085412,10.1785758739465,85.7703458848975,7.42060523661447,66.8087456795,10.52,83,8.80833333333333,39.5,78,7.42,66,9.95,78,8.0875,64.6666666666667,72.5833333333333,6.31,61,11.16,86,8.5625,58.2083333333333,81.4583333333333,5.77,67,12.85,88,9.57083333333333,65.25,82.6666666666667,5.21,68
"2001-09-29",2001-09-29,15.7091781157608,99.5432142888964,9.68808492540393,27.8305765899648,83.4560934281306,6.65667507782015,52.1135633153309,15.6,83,10.7166666666667,136.125,64.3333333333333,8.34,36,13.21,77,9.51666666666667,104.708333333333,63.2083333333333,7.59,39,19.1,82,11.9291666666667,176.291666666667,58.4166666666667,7.59,29,19.39,92,13.1041666666667,166.458333333333,69.875,10.29,42
"2001-09-30",2001-09-30,20.2251036599974,91.0955893161423,11.3544342132145,317.229366762169,58.4877449496476,4.63004617053255,29.1863393558603,21.04,83,10.6041666666667,149.208333333333,57,2.72,20,18.9,74,10.3541666666667,180.791666666667,50.5833333333333,3.57,15,18.54,79,11.425,140.208333333333,52.6666666666667,4.26,25,17.84,82,12.2583333333333,119.416666666667,61.125,5.77,36
"2001-10-01",2001-10-01,21.2285684009404,99.9418749424751,14.2116158689075,242.064132499628,75.1096493980971,9.59044285219495,34.9069168963413,21.58,81,12.3625,198.958333333333,61.375,4.95,34,19.44,79,12.4625,214.375,52.0416666666667,6.9,32,17.89,78,13.3625,178.416666666667,60.8333333333333,9.54,41,19.1,88,14.0583333333333,178.75,69.25,11.06,52
"2001-10-02",2001-10-02,17.9152577713254,96.3849477494851,11.3222645221743,126.422862442208,79.5626532996961,7.88850779643114,51.2532402479112,15.49,85,12.1166666666667,97.25,69.9166666666667,9.65,50,13.59,82,11.0375,99.625,70.4583333333333,8.95,54,16.86,80,12.6125,135.75,62.2083333333333,9.85,50,18.64,83,13.5583333333333,153.541666666667,67.1666666666667,10.39,49
"2001-10-03",2001-10-03,18.2751641385445,100.883542431663,11.7932498902428,83.7695820634278,75.9351032332947,8.86741538959748,55.5598002912031,16.06,82,11.8375,69.1666666666667,67.5833333333333,8.93,46,13.57,77,11.3375,91.375,66.625,9.42,52,17.12,86,11,129.333333333333,65.7083333333333,3.77,47,18.79,91,12.3521739130435,180.608695652174,69.4347826086957,4.08,48
"2001-10-04",2001-10-04,22.3,66,18.4875,184.5,49.25,14.44,37,21.73,84,14.6166666666667,208.333333333333,58.125,8.59,34,18.9,72,13.6333333333333,205.708333333333,55.75,8.83,36,19.77,84,14.4055555555556,282.388888888889,61.1666666666667,8.54,45,20.55,90,14.0833333333333,195.166666666667,71.9583333333333,8.08,47
"2001-10-05",2001-10-05,26.55,92,18.2333333333333,229.5,59.9583333333333,10.7,31,22.63,76,16.3625,152.625,58.5,11.95,40,20.13,73,15.4541666666667,146.958333333333,57.625,11.62,43,22.74,87,15.1666666666667,136.708333333333,72.5416666666667,11.24,48,22.87,94,15.65,148.583333333333,78.5,9.52,56
"2001-10-06",2001-10-06,27.89,89,18.9409090909091,216.363636363636,58.0909090909091,11.39,29,25.86,87,17.248,226.8,61.96,10.29,31,22.76,73,16.2333333333333,211.041666666667,57.3333333333333,10.47,35,25.55,87,16.8083333333333,227.083333333333,63.2083333333333,10.93,42,26.5,90,17.5541666666667,177.791666666667,67.8333333333333,12.24,48
"2001-10-07",2001-10-07,20.6,89,14.6947368421053,283.157894736842,66.0526315789474,11.52,41,19.26,86,12.275,144.708333333333,69.9583333333333,9.47,39,15.83,81,10.9541666666667,180.333333333333,68.75,7.85,45,16.78,88,11.4208333333333,153.208333333333,71.375,5.85,50,17.84,91,12.9958333333333,187.25,75.3333333333333,7.93,47
"2001-10-08",2001-10-08,21.89,80,16.5125,486.375,35.75,10.03,13,21.99,84,13.1083333333333,297.875,52.1666666666667,5.49,18,20.08,77,12.1916666666667,314.875,47.4166666666667,6.83,21,21.4,78,11.85,321.625,47.5833333333333,2.29,19,21.99,87,12.6083333333333,308.583333333333,58.2916666666667,3.16,31
"2001-10-09",2001-10-09,27.2,82,19.3466666666667,490.933333333333,35.1333333333333,6.47,9,25.52,85,12.8083333333333,278.5,55.875,1.93,14,23.33,69,13.3041666666667,297.25,47.0416666666667,4.59,16,27.63,78,15.3958333333333,291.625,46.0416666666667,3.57,20,27.04,86,16.156,275.96,54.98,4.18,29
"2001-10-10",2001-10-10,21.29,81,16.15,374.444444444444,41.6666666666667,9.67,24,19.31,80,12.6666666666667,204.958333333333,51,7.36,28,16.58,59,11.9791666666667,185.208333333333,45.8333333333333,8.8,33,20.03,75,13.1083333333333,262.833333333333,48.125,5.85,32,16.35,77,11.8636363636364,59.5454545454545,61.7272727272727,7.39,48
"2001-10-11",2001-10-11,26.86,82,19.3294117647059,445.647058823529,42.8235294117647,9.06,18,25,86,13.2166666666667,287.541666666667,59.2916666666667,3.75,24,22.74,68,13.5708333333333,301.958333333333,48.25,5.13,27,26.35,82,14.9458333333333,225,53.8333333333333,5.29,27,26.3807710331709,85.3364773951308,16.6510164090027,295.687363237519,57.2828326139754,8.95279118686364,33.0224749292942
"2001-10-12",2001-10-12,26.89,69,20.3833333333333,347.388888888889,49.7777777777778,13.44,33,24.98,87,15.3,170.708333333333,62.6666666666667,5.65,32,22.5,63,16.2916666666667,171.083333333333,51.1666666666667,10.54,40,24.88,74,17.2416666666667,307.333333333333,49.0416666666667,10.03,24,26.04,57,22.83,351.5,43.9,18.38,34
"2001-10-13",2001-10-13,29.08,72,22.8625,365.6875,52.4375,15.78,35,27.4,83,19.3083333333333,270.416666666667,59.2916666666667,12.98,36,25.19,67,18.8833333333333,247.375,53.5,13.83,39,24.39,79,17.3625,224.416666666667,61.7083333333333,10.47,50,25.8,82,18.4166666666667,219.875,66.7083333333333,11.95,49
"2001-10-14",2001-10-14,26.7960598664383,84.735949681143,20.6250789990354,347.520595798856,68.6244432121204,15.4757165480023,48.7323413249025,26.22,89,17.4,158.714285714286,72.8571428571429,10.57,45,23.41,79,17.9818181818182,190.409090909091,64.0909090909091,13.59,49,19,87,16.1846153846154,85.9230769230769,78.5384615384615,13.65,66,24.13,85,18.1818181818182,208.545454545455,77.4545454545455,15.37,59
"2001-10-15",2001-10-15,23.18,83,20.1727272727273,430.636363636364,62.5454545454545,16.81,47,22.94,82,18.4666666666667,182.333333333333,64.3333333333333,15.68,44,19.44,81,16.8909090909091,166.454545454545,64.9090909090909,14.57,53,22.74,80,18.7818181818182,310.454545454545,62.3636363636364,15.11,49,23.07,89,19.4363636363636,281.909090909091,69.4545454545455,15.06,56
"2001-10-16",2001-10-16,24.23,90,18.7,349.705882352941,68.2941176470588,13.24,46,23.3,87,16.7791666666667,217.041666666667,72.5,12.49,45,21.14,86,15.7875,236.416666666667,72.3333333333333,12.77,48,21.65,88,15.2791666666667,145.083333333333,75.5,11.21,52,21.6,90,16.3625,169.25,76.3333333333333,13.85,55
"2001-10-17",2001-10-17,26.24,95,20.4777777777778,338.777777777778,63,12.83,43,25.83,88,16.9291666666667,270.333333333333,67.2083333333333,9.13,34,24.1,77,16.7833333333333,275.708333333333,61.6666666666667,11.11,40,28.12,89,18.25,242.541666666667,63.9583333333333,7.39,38,27.53,95,17.7166666666667,249.958333333333,71.7916666666667,7.26,47
"2001-10-18",2001-10-18,30.31,91,23.60625,471.0625,55.25,15.65,29,27.5,89,18.2666666666667,263.5,65.6666666666667,9.18,34,25.7,72,18.675,247.416666666667,56.7083333333333,11.75,39,24.82,90,17.3666666666667,218.208333333333,74.4166666666667,12.77,48,25.75,93,18.6833333333333,193.625,75.3333333333333,14.11,54
"2001-10-19",2001-10-19,25.29,97,19.7789473684211,367.789473684211,72.2631578947368,14.62,53,25.44,89,17.9,198.25,69.3333333333333,11.08,41,25.29,79,17.8916666666667,215,63.5,12.11,16,21.83,89,15.9541666666667,174.833333333333,70.0416666666667,11.34,48,22.63,94,17.2590909090909,193.318181818182,77.1363636363636,12.85,56
"2001-10-20",2001-10-20,19.05,91,13.9142857142857,347.047619047619,45.2380952380952,8.59,15,16.99,87,11.7958333333333,140.25,62.5416666666667,7.34,29,14.24,80,11.2041666666667,118.541666666667,63.0833333333333,6.9,33,19.03,87,11.8,314.666666666667,43,5.44,12,19.59,92,12.95,304.125,46.9166666666667,6.7,22
"2001-10-21",2001-10-21,22.97,82,15.115,416.55,40.85,4.72,17,22.45,82,12.55,311.25,46.3333333333333,1.67,22,21.16,63,12.4875,335.166666666667,39.0416666666667,2.16,23,24.64,81,13.0375,341.5,43.0416666666667,-0.71,22,24.26,83,13.3333333333333,334.958333333333,51.75,0.65,30
"2001-10-22",2001-10-22,28.85,83,18.3380952380952,391,47.1428571428571,7.18,12,26.63,86,14.0916666666667,304.458333333333,53.6666666666667,2.03,13,24.98,56,16.0541666666667,332.916666666667,35.4583333333333,6.52,16,26.14,68,16.45,335.208333333333,38.2083333333333,5.47,19,26.58,81,16.65,328.541666666667,49.9583333333333,6.03,28
"2001-10-23",2001-10-23,29.44,73,19.9217391304348,336.391304347826,46.2608695652174,10.93,20,28.18,80,16.5291666666667,288.166666666667,53.3333333333333,6.39,18,26.58,57,17.6375,315.916666666667,39,9.7,20,25.8,63,16.95,237.541666666667,40.7083333333333,9,24,26.65,69,18.0478260869565,244.391304347826,49.9565217391304,7.03,39
"2001-10-24",2001-10-24,32.48,75,22.45,332.454545454545,49.5909090909091,14.18,22,30.7,86,19.6208333333333,294.25,56.9166666666667,8.54,24,29.64,64,20.3333333333333,321.666666666667,42.4583333333333,11.06,23,33.41,79,21.7291666666667,321.458333333333,51.0416666666667,10.29,23,33.25,86,22.6416666666667,311.125,57.9166666666667,10.72,34
"2001-10-25",2001-10-25,32.58,71,25.047619047619,382.142857142857,47.0476190476191,16.29,26,30.19,85,20.9833333333333,282.125,56.25,10.88,32,28.92,58,21.6333333333333,304.541666666667,44.1666666666667,15.03,32,30.34,67,22.1041666666667,327.666666666667,47.9166666666667,12.98,35,30,73,22.8875,318.916666666667,56.5,16.04,45
"2001-10-26",2001-10-26,23.66,60,20.33,209.45,39.9,16.42,28,22.3,65,17.4208333333333,149.041666666667,46.4583333333333,11.98,29,20.6,66,16.5833333333333,163.625,46.2083333333333,13.24,28,23.43,53,17.8409090909091,159.636363636364,40.0454545454545,14.47,25,24.21,57,19.1791666666667,170.291666666667,47.4583333333333,15.88,36
"2001-10-27",2001-10-27,19.15,83,17.5833333333333,176.583333333333,65.75,16.01,56,17.89,83,13.6833333333333,60.3333333333333,71,10.72,57,16.86,78,13.5875,59.375,61.4583333333333,11,48,17.84,85,14.8208333333333,40.25,67.875,11.65,44,18.02,90,15.525,46,73.875,12.85,52
"2001-10-28",2001-10-28,18.12,85,14.5125,299.375,64.5625,11.65,53,15.29,85,11.575,113.333333333333,75.4166666666667,8.77,53,13.21,81,10.4333333333333,139.958333333333,70.5833333333333,7.75,54,13.8,87,11.4,58.9166666666667,80.75,10,67,14.54,92,12.4625,58.375,87.4166666666667,11.52,76
"2001-10-29",2001-10-29,24.95,94,17.1210526315789,446.842105263158,51.7894736842105,6.44,13,24.54,86,13.3291666666667,318.833333333333,59.2083333333333,3.65,19,21.99,76,13.7375,336.166666666667,49.375,5.11,24,23.72,90,14.3583333333333,322.583333333333,65.875,7.29,31,23.05,94,15.4708333333333,322.083333333333,71.6666666666667,9.36,44
"2001-10-30",2001-10-30,29.08,90,21.2277777777778,468.111111111111,43.2777777777778,9.59,12,27.53,87,15.4625,321.041666666667,58.8333333333333,4.36,21,25.47,70,16.325,342.875,46.25,7.11,23,27.74,84,18.0208333333333,276.083333333333,50.9583333333333,7.75,24,27.89,85,19.225,289.583333333333,58.9166666666667,9.34,35
"2001-10-31",2001-10-31,31.78,90,22.645,407.55,43.6,11.52,14,29.31,88,17.6208333333333,314.75,59.7916666666667,6.36,24,27.45,61,19.35,341.75,42,10.95,22,30.96,75,19.825,343.25,49.6666666666667,10.03,22,30.29,87,20.8304347826087,321,56.695652173913,9.49,34
"2001-11-01",2001-11-01,29.41,71,22.6315789473684,387.473684210526,47.4210526315789,14.8,29,26.09,87,17.1333333333333,194.333333333333,67.375,10.11,29,24.62,76,18.1833333333333,234.333333333333,52.4166666666667,13.44,35,29.1,82,16.9380281690141,95.8732394366197,67.0845070422535,13,29,29.41,88,20.8958333333333,307.416666666667,61.2916666666667,13.52,41
"2001-11-02",2001-11-02,29.1,90,22.2285714285714,398.238095238095,54.5714285714286,14.98,27,27.56,87,18.8958333333333,311.291666666667,59.3333333333333,10.9,31,25.96,66,18.5708333333333,317.416666666667,49.6666666666667,11.13,31,29.72,68,21.4666666666667,332.958333333333,48.5416666666667,12.8,31,29.82,88,21.3541666666667,337.875,59.125,11.85,38
"2001-11-03",2001-11-03,29.67,89,20.26875,417.5,57.0625,12.39,29,26.89,88,17.1555555555556,308.944444444444,66.8888888888889,10.11,33,26.83,68,18.0666666666667,369.055555555556,52.5,12.7,29,21.42,79,16.7818181818182,81.4545454545455,58.6363636363636,11.29,44,22.27,66,19.5666666666667,1,62.3333333333333,18.36,56
"2001-11-04",2001-11-04,25.26,80,21.1571428571429,211.428571428571,54.4285714285714,15.88,37,24.31,84,18.1625,192.75,59.25,11.77,34,20.91,66,18.0875,137.25,49.625,13.44,38,24.85,75,19.8625,214.375,51.625,13.34,37,25.08,80,21.6,246.125,57.375,15.98,46
"2001-11-05",2001-11-05,21.55,90,16.9904761904762,372.857142857143,53.7142857142857,11.9,23,22.87,89,14.7791666666667,189.25,60.25,7.26,32,18.87,74,14.9625,171.666666666667,53,10.13,35,21.01,80,15.2958333333333,313.916666666667,51.5833333333333,9.06,29,22.14,89,16.7545454545455,319.045454545455,57.1363636363636,9.59,32
"2001-11-06",2001-11-06,21.91,76,16.0285714285714,346.809523809524,40.6190476190476,8.88,18,21.06,76,14.5791666666667,218.958333333333,47.2916666666667,10.44,16,18.74,63,14.025,189.708333333333,38.25,10.83,13,19.54,74,13.1958333333333,335.5,45.625,6.49,25,20.62,81,13.9083333333333,290.166666666667,52.75,7.8,32
"2001-11-07",2001-11-07,23.1,70,17.2142857142857,341.142857142857,43.5714285714286,10.59,23,21.29,71,13.6083333333333,236.270833333333,56.0208333333333,9.88,29,18.69,71,13.3958333333333,253.916666666667,47.125,8.98,29,21.42,72,14.7208333333333,243.958333333333,49,8.54,34,22.38,75,15.4125,314.791666666667,56.25,9.44,41
"2001-11-08",2001-11-08,26.4,68,19.2952380952381,336.857142857143,48.9523809523809,13.24,27,23.74,84,16.5458333333333,254.75,58.25,9.77,31,22.3,71,16.4833333333333,256.958333333333,47.125,10.88,28,27.17,86,15.9875,323.791666666667,58.5416666666667,6.18,30,26.29,86,16.7666666666667,305.333333333333,64.4583333333333,9.06,39
"2001-11-09",2001-11-09,26.68,77,18.3181818181818,291.909090909091,58.8636363636364,12.83,35,23.46,83,16.6,214.541666666667,63.0416666666667,11.54,44,22.32,68,16.5333333333333,247.75,53.5833333333333,11.65,40,20.88,82,15.255,193.5,66.65,10.59,52,20.44,88,15.316,111.54,72.46,11.95,59
"2001-11-10",2001-11-10,24.33,92,17.5052631578947,470.631578947368,43.2631578947368,6.93,13,22.89,84,13.5666666666667,295.875,55.3333333333333,3.85,25,22.07,68,14.1375,336.666666666667,42.0416666666667,6.08,22,25.75,78,15.7625,351.791666666667,48.125,5.06,21,25.78,87,16.2583333333333,360.416666666667,56.2916666666667,5.29,33
"2001-11-11",2001-11-11,32.04,84,21.05,413.55,41.1,10.26,12,31.04,85,17.6375,316.791666666667,51.0416666666667,5.75,10,31.01,50,18.9125,363.416666666667,32.2083333333333,8.8,10,30.11,56,18.8041666666667,293.875,35.875,7.26,20,31.4,80,18.7083333333333,329.833333333333,50.6666666666667,6.47,29
"2001-11-12",2001-11-12,26.24,69,20.4125,523.5,26.625,13.44,12,27.04,69,16.1833333333333,305.791666666667,41.625,6.67,21,24.03,50,16.5583333333333,297.541666666667,31.75,9.06,15,23.56,59,15.1173913043478,281.608695652174,36.9565217391304,6.9,17,23.69,65,16.3347826086957,280.826086956522,45.5652173913044,9.26,27
"2001-11-13",2001-11-13,28.85,93,20.425,432,47.65,10,17,28.72,86,16.4916666666667,329.208333333333,56.625,5.13,19,26.81,73,17.2083333333333,315.041666666667,44.3333333333333,8.52,17,24.31,81,15.275,274,61.0416666666667,7,40,23.2,84,15.3666666666667,329.333333333333,68.4583333333333,7.11,55
"2001-11-14",2001-11-14,26.73,84,19.675,433.85,45.7,12.9,15,25.86,83,17.5458333333333,314.791666666667,54.125,11.42,22,23.25,76,16.4625,335.666666666667,53.2083333333333,12.24,26,25.11,89,16.125,288.083333333333,56.875,7.83,26,25.47,94,16.4791666666667,305.708333333333,66.1666666666667,9.44,36
"2001-11-15",2001-11-15,25.34,75,19.1157894736842,477.789473684211,37.3157894736842,10.21,17,25.24,86,15.3541666666667,350.25,50.5416666666667,5.08,20,23.02,67,15.7041666666667,367.583333333333,41.0833333333333,8.44,22,22.81,80,14.5083333333333,350.458333333333,47.25,5.44,27,23.25,90,15.3434782608696,379.260869565217,56,7.47,34
"2001-11-16",2001-11-16,27.94,70,19.98,414.25,37.6,10.95,19,26.04,81,15.5083333333333,341.041666666667,51.4583333333333,5.72,21,24.52,65,15.7541666666667,366.375,40.8333333333333,6.08,20,28.07,74,16.3375,352.083333333333,44.2083333333333,3.39,22,28.05,76,17.2458333333333,365.416666666667,51.125,5.06,32
"2001-11-17",2001-11-17,32.71,88,24.03,442.9,40.8,11.95,14,29.7,86,17.8,333.083333333333,57.7083333333333,6.06,21,28.48,59,19.325,359.791666666667,38.125,9.49,20,32.45,67,21.1166666666667,326.916666666667,39.6666666666667,8.8,20,32.22,77,21.7916666666667,359.5,50.5833333333333,10.39,31
"2001-11-18",2001-11-18,30.8,71,23.71,420.35,39.55,17.48,24,30.08,83,19.1458333333333,295.5,52.2916666666667,10.36,24,27.63,53,20.3083333333333,292.125,36.125,12.67,17,26.55,71,19.4166666666667,260.583333333333,41.7916666666667,12.21,30,28.28,69,21.125,288.416666666667,45.5833333333333,16.04,37
"2001-11-19",2001-11-19,36.51,73,27.8,406.777777777778,34.9444444444444,15.83,11,33.82,87,20.775,325.75,60.5833333333333,9.52,25,32.53,67,22.4125,347.541666666667,41.5,12.39,10,36.3,74,21.68,240,49.6,12.06,19,36.59,84,23.4083333333333,342.416666666667,56.6666666666667,12.31,31
"2001-11-20",2001-11-20,29.93,51,25.0933333333333,545.466666666667,29.8666666666667,20.11,21,29.54,80,21.5458333333333,331.291666666667,43,12.77,24,27.76,47,22.2458333333333,364.208333333333,29.8333333333333,17.14,9,27.71,69,20.9826086956522,337.217391304348,40.0869565217391,15.29,27,27.84,85,21.35,385.681818181818,50.5454545454545,16.73,37
"2001-11-21",2001-11-21,30.83,59,24.095,447.1,32.15,17.45,14,29.18,76,19.7958333333333,313.708333333333,45.25,13.44,19,27.07,47,19.9458333333333,299.5,34.2916666666667,15.44,20,29.9,58,20.5291666666667,351,38.8333333333333,11.72,25,28.79,64,20.9173913043478,350.260869565217,48,13.42,35
"2001-11-22",2001-11-22,35.86,72,27.6052631578947,460.315789473684,41.1578947368421,16.01,21,32.4,82,20.8958333333333,329.125,56.9583333333333,9.52,29,31.24,53,22.3,362.416666666667,37.9583333333333,12.67,26,35.81,72,26.5272727272727,422.772727272727,42.3181818181818,12.65,26,35.42,87,24.1375,358.666666666667,56.7083333333333,11.83,26
"2001-11-23",2001-11-23,28.46,78,22.8789473684211,477.684210526316,32.4210526315789,14.7,18,27.76,77,20.7958333333333,286.875,44.9166666666667,13.06,25,26.76,70,20.1541666666667,323.458333333333,39.875,12.88,22,25.62,67,18.9833333333333,362.291666666667,37.375,5.7,18,26.19,76,19.4478260869565,340.086956521739,47.1739130434783,10.93,28
"2001-11-24",2001-11-24,20.86,66,14.9944444444444,513.666666666667,18.9444444444444,8.54,10,19.82,67,12.5125,358,26.75,6.21,11,17.97,38,11.725,385,21.625,7.03,12,21.24,54,11.1666666666667,381.875,22.9583333333333,-1.37,11,20.91,66,12.6333333333333,392.291666666667,32.9166666666667,1.06,21
"2001-11-25",2001-11-25,27.97,73,20.8470588235294,544.882352941176,26.4705882352941,6.54,9,26.91,83,13.4541666666667,347.791666666667,49.1666666666667,0.93,12,25.06,44,15.1958333333333,379.333333333333,25.4583333333333,4.98,12,30,55,17.2833333333333,367.291666666667,25.4166666666667,2.57,12,29.52,75,17.7916666666667,374.916666666667,38.5,2.75,24
"2001-11-26",2001-11-26,28.54,54,22.3294117647059,537.588235294118,23.1764705882353,14.13,12,27.45,79,16.5625,336.375,43.7916666666667,5.39,16,26.04,41,18.0875,362.375,25.1666666666667,9.65,16,26.53,44,18.1541666666667,368.916666666667,26.5,6.72,19,26.71,53,19.0583333333333,378.916666666667,36.8333333333333,12.83,27
"2001-11-27",2001-11-27,32.43,62,24.5222222222222,498.722222222222,25.0555555555556,12.44,11,30.62,84,17.85,336.666666666667,50.9166666666667,5.42,16,28.82,45,19.5666666666667,368.166666666667,29,9.62,14,32.38,54,19.925,350.916666666667,33.75,6.9,17,32.71,72,20.9,367.583333333333,44.8333333333333,7.85,28
"2001-11-28",2001-11-28,28.36,64,23.0277777777778,486.111111111111,25.2777777777778,15.31,12,28.87,78,18.9375,337.333333333333,42.5416666666667,9.8,14,27.07,37,20.1208333333333,361,26.5833333333333,13.39,17,27.07,73,19.8666666666667,365.916666666667,34.0416666666667,12.8,15,27.53,63,20.7782608695652,374.347826086957,38.7391304347826,14.67,26
