dataset,var,config.train,config.vars,T,alg,t_run_s,FAR,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,ROC,Sens,Spec
dacc,agua_amarga.temp_min,normal,local,3,rpart,2.85,0.22,0.9167610419,0.6232027519,0.9028905276,0.9292273194,0.855605889,3.1E-15,1.3E-07,0.5843137255,0.9728656519,0.7842105263,0.9327411168,0.7842105263,0.5843137255,0.6696629213,0.144394111,0.08437146093,0.107587769,0.7785896887,0.9053550445,0.6915322581,0.9754073163
dacc,agua_amarga.temp_min,normal,all,4,glm,19.737,0.24,0.9138810198,0.6138744963,0.8998114421,0.9265558537,0.8555240793,6.43E-14,1.71E-06,0.5843137255,0.9695364238,0.7641025641,0.9324840764,0.7641025641,0.5843137255,0.6622222222,0.1444759207,0.08441926346,0.1104815864,0.7769250747,0.9842378747,0.7963709677,0.9772517676
dacc,agua_amarga.temp_min,normal,local,3,C5.0,5.517,0.25,0.9110985277,0.601924463,0.8968491473,0.9239638725,0.855605889,1.12E-12,3.68E-06,0.5764705882,0.9675711449,0.75,0.9312101911,0.75,0.5764705882,0.6518847007,0.144394111,0.0832389581,0.1109852775,0.7720208666,0.904308244,0.7419354839,0.9643406087
dacc-temp,agua_amarga.temp_min,smote,local,1,C5.0,21.378,0.42,0.889580974,0.6267339847,0.8740285523,0.9038250384,0.855605889,1.55E-05,8.44E-18,0.8549019608,0.8954334878,0.579787234,0.973381295,0.579787234,0.8549019608,0.6909667195,0.144394111,0.1234428086,0.2129105323,0.8751677243,0.9629180913,0.9415322581,0.8894009217
dacc-temp,agua_amarga.temp_min,normal,all,3,C5.0,12.984,0.24,0.9110985277,0.5990322235,0.8968491473,0.9239638725,0.855605889,1.12E-12,7.49E-07,0.568627451,0.9688947717,0.7552083333,0.9301143583,0.7552083333,0.568627451,0.6487695749,0.144394111,0.08210645527,0.1087202718,0.7687611113,0.901067439,0.5907258065,0.9812480787
dacc,agua_amarga.temp_min,normal,local,4,glm,3.855,0.24,0.9104815864,0.5942351623,0.8961875971,0.9233929397,0.8555240793,1.94E-12,2.33E-07,0.5607843137,0.9695364238,0.7566137566,0.9289340102,0.7566137566,0.5607843137,0.6441441441,0.1444759207,0.08101983003,0.107082153,0.7651603688,0.9743121734,0.7237903226,0.9726406394
dacc,agua_amarga.temp_min,normal,local,4,rpart,3.218,0.28,0.9031161473,0.5632420934,0.8883552832,0.9165204502,0.8555240793,1.36E-09,2.12E-06,0.5411764706,0.9642384106,0.71875,0.9256198347,0.71875,0.5411764706,0.6174496644,0.1444759207,0.07818696884,0.1087818697,0.7527074406,0.9743540082,0.810483871,0.9806332616
dacc,agua_amarga.temp_min,normal,local,1,C5.0,57.846,0.21,0.9122310306,0.5907599937,0.8980560901,0.9250179067,0.855605889,3.66E-13,1.31E-10,0.537254902,0.9755129054,0.7873563218,0.925879397,0.7873563218,0.537254902,0.6386946387,0.144394111,0.07757644394,0.09852774632,0.7563839037,0.904427122,0.6653225806,0.977265745
dacc,agua_amarga.temp_min,normal,local,2,rpart,40.593,0.21,0.9088335221,0.5651191033,0.8944371818,0.9218538681,0.855605889,9.76E-12,4.15E-13,0.5019607843,0.9774983455,0.7901234568,0.9208229426,0.7901234568,0.5019607843,0.6139088729,0.144394111,0.0724801812,0.09173272933,0.7397295649,0.9107323864,0.7641129032,0.9818684696
dacc-temp,agua_amarga.temp_min,smote,local,1,glm,10.316,0.39,0.899207248,0.6432477092,0.8842131569,0.9128593077,0.855605889,2.97E-08,6.99E-11,0.8235294118,0.911978822,0.612244898,0.968376669,0.612244898,0.8235294118,0.7023411371,0.144394111,0.1189127973,0.1942242356,0.8677541169,0.9624566424,0.8790322581,0.8998463902
dacc-temp,las_paredes.temp_min,smote,local,1,C5.0,24.915,0.37,0.8799546999,0.6438872666,0.8638788917,0.8947555946,0.8182332956,9.74E-13,7.09E-14,0.8411214953,0.8885813149,0.626450116,0.9617977528,0.626450116,0.8411214953,0.7180851064,0.1817667044,0.1528878822,0.2440543601,0.8648514051,0.9580045842,0.9171075838,0.8925879397
dacc-temp,las_paredes.temp_min,smote,local,1,glm,12.608,0.38,0.8805209513,0.6489449298,0.8644750313,0.8952899961,0.8182332956,5.93E-13,4.53E-16,0.8566978193,0.8858131488,0.625,0.9653092006,0.625,0.8566978193,0.7227332457,0.1817667044,0.1557191393,0.2491506229,0.8712554841,0.9450282719,0.8571428571,0.8728015075
dacc-temp,las_paredes.temp_min,smote,local,1,rpart,11.61,0.36,0.8805209513,0.6293185947,0.8644750313,0.8952899961,0.8182332956,5.93E-13,2.85E-06,0.7788161994,0.9031141869,0.641025641,0.9484011628,0.641025641,0.7788161994,0.7032348805,0.1817667044,0.1415628539,0.2208380521,0.8409651931,0.9181403601,0.823633157,0.8922738693
dacc-temp,las_paredes.temp_min,smote,local,2,C5.0,30.972,0.42,0.8601359003,0.6008831404,0.8430779345,0.8759872526,0.8182332956,1.44E-06,1.55E-20,0.8442367601,0.8636678201,0.5790598291,0.9614791988,0.5790598291,0.8442367601,0.6869455006,0.1817667044,0.1534541336,0.2650056625,0.8539522901,0.9687994698,0.9682539683,0.8963242224
dacc-temp,las_paredes.temp_min,smote,local,2,glm,14.838,0.38,0.8776896942,0.6402451331,0.8614954094,0.892616906,0.8182332956,6.73E-12,1.71E-15,0.8473520249,0.8844290657,0.6195899772,0.9630746044,0.6195899772,0.8473520249,0.7157894737,0.1817667044,0.1540203851,0.2485843715,0.8658905453,0.9462305535,0.8430335097,0.8774740811
dacc-temp,las_paredes.temp_min,smote,local,2,rpart,13.262,0.47,0.8369195923,0.5671310757,0.8188494234,0.8538624673,0.8182332956,0.0213689379,4.23E-38,0.8940809969,0.8242214533,0.5304990758,0.972244898,0.5304990758,0.8940809969,0.6658932715,0.1817667044,0.1625141563,0.3063420159,0.8591512251,0.864303085,0.9171075838,0.8114985862
dacc-temp,las_paredes.temp_min,smote,local,3,C5.0,37.753,0.38,0.8697621744,0.5981861097,0.8531662843,0.8851183582,0.8182332956,3.07E-09,1.48E-06,0.7570093458,0.8948096886,0.6151898734,0.943107221,0.6151898734,0.7570093458,0.6787709497,0.1817667044,0.137599094,0.2236693092,0.8259095172,0.9691499362,0.9365079365,0.9157762414
dacc-temp,las_paredes.temp_min,smote,local,3,glm,17.583,0.39,0.8748584371,0.6307431761,0.85851843,0.8899411581,0.8182332956,6.71E-11,1.74E-14,0.8348909657,0.8837370242,0.6146788991,0.9601503759,0.6146788991,0.8348909657,0.7080581242,0.1817667044,0.1517553794,0.2468856172,0.859313995,0.947066668,0.8518518519,0.8805782527
dacc-temp,las_paredes.temp_min,smote,local,3,rpart,14.99,0.37,0.8799546999,0.643124179,0.8638788917,0.8947555946,0.8182332956,9.74E-13,2E-13,0.8380062305,0.8892733564,0.627039627,0.9611069559,0.627039627,0.8380062305,0.7173333333,0.1817667044,0.1523216308,0.2429218573,0.8636397935,0.9036874638,0.8765432099,0.8755499686
dacc-temp,las_paredes.temp_min,smote,local,4,C5.0,41.099,0.43,0.8492917847,0.5453365743,0.8317388572,0.8656745557,0.8181303116,0.0002944670979,1.18E-08,0.7320872274,0.8753462604,0.5662650602,0.9362962963,0.5662650602,0.7320872274,0.6385869565,0.1818696884,0.1331444759,0.2351274788,0.8037167439,0.969959439,0.9594356261,0.9318038969
dacc-temp,las_paredes.temp_min,smote,local,4,glm,19.244,0.39,0.8759206799,0.6393977134,0.8596301673,0.8909495139,0.8181303116,2.71E-11,5.18E-18,0.8598130841,0.879501385,0.6133333333,0.9657794677,0.6133333333,0.8598130841,0.7159533074,0.1818696884,0.1563739377,0.2549575071,0.8696572346,0.9475616259,0.8536155203,0.8780641106
dacc-temp,las_paredes.temp_min,smote,local,4,rpart,18.704,0.36,0.88101983,0.6386976153,0.8649955314,0.8957647922,0.8181303116,3.58E-13,1.93E-09,0.8099688474,0.8968144044,0.6356968215,0.9550147493,0.6356968215,0.8099688474,0.7123287671,0.1818696884,0.1473087819,0.2317280453,0.8533916259,0.9147375504,0.8818342152,0.8868636078
dacc-temp,las_paredes.temp_min,smote,all,1,C5.0,49.543,0.41,0.8595696489,0.5770852284,0.8424853271,0.8754492996,0.8182332956,1.98E-06,1.61E-09,0.7632398754,0.8809688581,0.587529976,0.9436619718,0.587529976,0.7632398754,0.6639566396,0.1817667044,0.1387315968,0.2361268403,0.8221043668,0.9745049099,0.9788359788,0.9189698492
dacc-temp,las_paredes.temp_min,smote,all,1,glm,21.018,0.38,0.8782559456,0.6452947298,0.8620911199,0.8931517392,0.8182332956,4.18E-12,8.46E-18,0.8629283489,0.8816608997,0.6183035714,0.966616085,0.6183035714,0.8629283489,0.7204161248,0.1817667044,0.1568516421,0.2536806342,0.8722946243,0.9477729255,0.873015873,0.8765703518
dacc-temp,las_paredes.temp_min,smote,all,1,rpart,21.372,0.32,0.8929784824,0.661919531,0.8776189191,0.9070178325,0.8182332956,2.69E-18,0.0001552963933,0.7881619938,0.9162629758,0.6764705882,0.9511494253,0.6764705882,0.7881619938,0.728057554,0.1817667044,0.1432616082,0.2117780294,0.8522124848,0.9109325286,0.8553791887,0.9079773869
dacc-temp,las_paredes.temp_min,smote,all,2,C5.0,76.579,0.43,0.8527746319,0.5594902997,0.8353808324,0.8689870362,0.8182332956,6.5E-05,3.76E-10,0.753894081,0.8747404844,0.5721040189,0.9411764706,0.5721040189,0.753894081,0.6505376344,0.1817667044,0.1370328426,0.2395243488,0.8143172827,0.9756818216,0.9611992945,0.9139176877
dacc-temp,las_paredes.temp_min,smote,all,2,glm,29.669,0.38,0.8788221971,0.6428189333,0.8626869367,0.8936864654,0.8182332956,2.59E-12,3.8E-15,0.8473520249,0.8858131488,0.6224256293,0.9631301731,0.6224256293,0.8473520249,0.7176781003,0.1817667044,0.1540203851,0.2474518686,0.8665825869,0.9513791577,0.8571428571,0.89066918
dacc-temp,las_paredes.temp_min,smote,all,2,rpart,26.233,0.34,0.8901472254,0.6633248494,0.8746266403,0.9043574793,0.8182332956,5.59E-17,1.41E-08,0.8224299065,0.9051903114,0.6583541147,0.9582417582,0.6583541147,0.8224299065,0.7313019391,0.1817667044,0.1494903737,0.2270668177,0.863810109,0.9169319372,0.8553791887,0.9085768143
dacc-temp,las_paredes.temp_min,smote,all,3,C5.0,96.374,0.41,0.8612684032,0.5862428398,0.8442634172,0.8770628894,0.8182332956,7.49E-07,3.05E-11,0.7819314642,0.8788927336,0.5892018779,0.947761194,0.5892018779,0.7819314642,0.672021419,0.1817667044,0.1421291053,0.2412231031,0.8304120989,0.9767508372,0.9717813051,0.9179761157
dacc-temp,las_paredes.temp_min,smote,all,3,glm,37.057,0.4,0.8703284258,0.6245629801,0.8537605696,0.8856546246,0.8182332956,2.05E-09,2.71E-18,0.8504672897,0.8747404844,0.6013215859,0.9634146341,0.6013215859,0.8504672897,0.704516129,0.1817667044,0.1545866365,0.2570781427,0.8626038871,0.9521636808,0.8677248677,0.8837209302
dacc-temp,las_paredes.temp_min,smote,all,3,rpart,33.023,0.34,0.8890147225,0.6606037311,0.873430585,0.9032924761,0.8182332956,1.81E-16,7.22E-09,0.8224299065,0.9038062284,0.6550868486,0.9581804842,0.6550868486,0.8224299065,0.729281768,0.1817667044,0.1494903737,0.2281993205,0.8631180675,0.9395167593,0.8783068783,0.9038340666
dacc-temp,las_paredes.temp_min,smote,all,4,C5.0,116.645,0.44,0.8492917847,0.5511936877,0.8317388572,0.8656745557,0.8181303116,0.0002944670979,1.21E-10,0.7507788162,0.8711911357,0.5644028103,0.9402092676,0.5644028103,0.7507788162,0.6443850267,0.1818696884,0.1365439093,0.2419263456,0.810984976,0.9836065301,0.9911816578,0.9421747329
dacc-temp,las_paredes.temp_min,smote,all,4,glm,45.63,0.38,0.8793201133,0.6478012934,0.8632061133,0.8941606684,0.8181303116,1.59E-12,1.96E-17,0.8629283489,0.8829639889,0.6210762332,0.966641395,0.6210762332,0.8629283489,0.7222946545,0.1818696884,0.1569405099,0.2526912181,0.8729461689,0.9525788247,0.8712522046,0.8884349466
dacc-temp,las_paredes.temp_min,smote,all,4,rpart,39.696,0.37,0.8821529745,0.6505542663,0.8661890239,0.8968336575,0.8181303116,1.29E-13,4.1E-14,0.8473520249,0.8898891967,0.6310904872,0.9632683658,0.6310904872,0.8473520249,0.7234042553,0.1818696884,0.1541076487,0.2441926346,0.8686206108,0.9355526623,0.9082892416,0.8843494657
dacc-temp,las_paredes.temp_min,normal,local,1,C5.0,2.155,0.2,0.8890147225,0.5658680607,0.873430585,0.9032924761,0.8182332956,1.81E-16,2.13E-16,0.5140186916,0.9723183391,0.8048780488,0.9000640615,0.8048780488,0.5140186916,0.6273764259,0.1817667044,0.09343148358,0.1160815402,0.7431685153,0.9154907031,0.6296296296,0.959798995
dacc-temp,las_paredes.temp_min,normal,local,1,glm,2.455,0.21,0.9031710079,0.646647087,0.8884179836,0.9165680551,0.8182332956,1.4E-23,9.87E-07,0.6323987539,0.9633217993,0.79296875,0.9218543046,0.79296875,0.6323987539,0.7036395147,0.1817667044,0.1149490374,0.1449603624,0.7978602766,0.9450066691,0.6225749559,0.9601130653
dacc-temp,las_paredes.temp_min,normal,local,1,rpart,1.788,0.22,0.9031710079,0.6521371519,0.8884179836,0.9165680551,0.8182332956,1.4E-23,6.99E-05,0.6510903427,0.9591695502,0.7798507463,0.9252336449,0.7798507463,0.6510903427,0.7096774194,0.1817667044,0.1183465459,0.1517553794,0.8051299464,0.9070656413,0.6155202822,0.9635678392
dacc-temp,las_paredes.temp_min,normal,local,2,C5.0,2.923,0.17,0.8907134768,0.5645322438,0.8752248498,0.9048897979,0.8182332956,3.08E-17,3.15E-20,0.4984423676,0.9778546713,0.8333333333,0.8977128335,0.8333333333,0.4984423676,0.6237816764,0.1817667044,0.0906002265,0.1087202718,0.7381485194,0.9131533206,0.5608465608,0.9820923657
dacc-temp,las_paredes.temp_min,normal,local,2,glm,2.554,0.21,0.9048697622,0.6560131154,0.8902221833,0.918155371,0.8182332956,1.51E-24,1.09E-05,0.6479750779,0.9619377163,0.7908745247,0.9248170326,0.7908745247,0.6479750779,0.7123287671,0.1817667044,0.1177802945,0.1489241223,0.8049563971,0.9464544059,0.6313932981,0.9629280553
dacc-temp,las_paredes.temp_min,normal,local,2,rpart,1.996,0.23,0.9014722537,0.6501114737,0.8866150757,0.9149794375,0.8182332956,1.22E-22,0.00111482317,0.6604361371,0.955017301,0.7653429603,0.9267965077,0.7653429603,0.6604361371,0.7090301003,0.1817667044,0.1200453001,0.1568516421,0.8077267191,0.9075888719,0.6437389771,0.9622997172
dacc-temp,las_paredes.temp_min,normal,local,3,C5.0,3.684,0.17,0.8907134768,0.5645322438,0.8752248498,0.9048897979,0.8182332956,3.08E-17,3.15E-20,0.4984423676,0.9778546713,0.8333333333,0.8977128335,0.8333333333,0.4984423676,0.6237816764,0.1817667044,0.0906002265,0.1087202718,0.7381485194,0.9131421011,0.5608465608,0.9820867379
dacc-temp,las_paredes.temp_min,normal,local,3,glm,2.607,0.2,0.9065685164,0.660829727,0.8920277055,0.9197413541,0.8182332956,1.54E-25,3E-06,0.6479750779,0.9640138408,0.8,0.9249667995,0.8,0.6479750779,0.7160068847,0.1817667044,0.1177802945,0.1472253681,0.8059944594,0.9474308195,0.6172839506,0.9607165305
dacc-temp,las_paredes.temp_min,normal,local,3,rpart,2.04,0.23,0.9014722537,0.6501114737,0.8866150757,0.9149794375,0.8182332956,1.22E-22,0.00111482317,0.6604361371,0.955017301,0.7653429603,0.9267965077,0.7653429603,0.6604361371,0.7090301003,0.1817667044,0.1200453001,0.1568516421,0.8077267191,0.9075759037,0.6437389771,0.9622878693
dacc-temp,las_paredes.temp_min,normal,local,4,C5.0,4.483,0.17,0.8906515581,0.5644933845,0.8751547734,0.9048355009,0.8181303116,3.07E-17,3.15E-20,0.4984423676,0.9778393352,0.8333333333,0.8976478067,0.8333333333,0.4984423676,0.6237816764,0.1818696884,0.09065155807,0.1087818697,0.7381408514,0.9541623573,0.5784832451,0.9880578253
dacc-temp,las_paredes.temp_min,normal,local,4,glm,2.975,0.19,0.9082152975,0.6665236021,0.8937749123,0.9212810916,0.8181303116,1.47E-26,1.65E-06,0.6510903427,0.9653739612,0.8069498069,0.9256308101,0.8069498069,0.6510903427,0.7206896552,0.1818696884,0.1184135977,0.1467422096,0.8082321519,0.9478925215,0.6296296296,0.960087995
dacc-temp,las_paredes.temp_min,normal,local,4,rpart,2.679,0.17,0.9002832861,0.6176747873,0.8853494595,0.9138705289,0.8181303116,4.99E-22,2.67E-14,0.5669781931,0.9743767313,0.8310502283,0.9100905563,0.8310502283,0.5669781931,0.6740740741,0.1818696884,0.1031161473,0.1240793201,0.7706774622,0.915019948,0.5978835979,0.9817724701
dacc-temp,las_paredes.temp_min,normal,all,1,C5.0,5.318,0.16,0.8884484711,0.5490307912,0.8728327375,0.9027597931,0.8182332956,3.22E-16,8.19E-23,0.476635514,0.9799307958,0.8406593407,0.8939393939,0.8406593407,0.476635514,0.6083499006,0.1817667044,0.08663646659,0.1030577576,0.7282831549,0.9137278655,0.5996472663,0.9817839196
dacc-temp,las_paredes.temp_min,normal,all,1,glm,3.327,0.21,0.9071347678,0.6685230584,0.8926298457,0.9202697133,0.8182332956,7.11E-26,0.000242471341,0.6697819315,0.9598615917,0.7875457875,0.9290020094,0.7875457875,0.6697819315,0.7239057239,0.1817667044,0.1217440544,0.1545866365,0.8148217616,0.9484226689,0.6349206349,0.9638819095
dacc-temp,las_paredes.temp_min,normal,all,1,rpart,3.023,0.2,0.889580974,0.5711061791,0.8740285523,0.9038250384,0.8182332956,1.01E-16,3.35E-15,0.523364486,0.9709342561,0.8,0.9016709512,0.8,0.523364486,0.6327683616,0.1817667044,0.09513023783,0.1189127973,0.747149371,0.9157064533,0.6261022928,0.9755025126
dacc-temp,las_paredes.temp_min,normal,all,2,C5.0,9.143,0.22,0.8969422424,0.6183960886,0.8818134155,0.9107369847,0.8182332956,3E-20,2.71E-08,0.5981308411,0.9633217993,0.7836734694,0.9151873767,0.7836734694,0.5981308411,0.6784452297,0.1817667044,0.1087202718,0.1387315968,0.7807263202,0.9167127947,0.6860670194,0.972038957
dacc-temp,las_paredes.temp_min,normal,all,2,glm,4.41,0.19,0.9116647792,0.6822400155,0.8974525376,0.9244909714,0.8182332956,1.14E-28,2.2E-05,0.6728971963,0.9647058824,0.808988764,0.9299533022,0.808988764,0.6728971963,0.7346938776,0.1817667044,0.1223103058,0.151189128,0.8188015393,0.9522535117,0.6560846561,0.9616713792
dacc-temp,las_paredes.temp_min,normal,all,2,rpart,3.77,0.14,0.8929784824,0.5686013478,0.8776189191,0.9070178325,0.8182332956,2.69E-18,4.48E-23,0.492211838,0.9820069204,0.8586956522,0.896965866,0.8586956522,0.492211838,0.6257425743,0.1817667044,0.08946772367,0.1041902605,0.7371093792,0.9120991644,0.5714285714,0.9795790135
dacc-temp,las_paredes.temp_min,normal,all,3,C5.0,13.009,0.18,0.8850509626,0.5366458921,0.8692481261,0.899561206,0.8182332956,9.22E-15,1.36E-21,0.4704049844,0.9771626298,0.8206521739,0.8925410872,0.8206521739,0.4704049844,0.598019802,0.1817667044,0.08550396376,0.1041902605,0.7237838071,0.9157684817,0.5731922399,0.9899434318
dacc-temp,las_paredes.temp_min,normal,all,3,glm,6.255,0.19,0.9093997735,0.6698116515,0.8950399365,0.9223816078,0.8182332956,3E-27,6.34E-07,0.6510903427,0.9667820069,0.813229572,0.9257786614,0.813229572,0.6510903427,0.723183391,0.1817667044,0.1183465459,0.1455266138,0.8089361748,0.9536951126,0.6631393298,0.9673161534
dacc-temp,las_paredes.temp_min,normal,all,3,rpart,4.301,0.14,0.8929784824,0.5686013478,0.8776189191,0.9070178325,0.8182332956,2.69E-18,4.48E-23,0.492211838,0.9820069204,0.8586956522,0.896965866,0.8586956522,0.492211838,0.6257425743,0.1817667044,0.08946772367,0.1041902605,0.7371093792,0.9120876136,0.5714285714,0.9795725959
dacc-temp,las_paredes.temp_min,normal,all,4,C5.0,16.708,0.26,0.8798866856,0.5420039804,0.8638024775,0.8946954855,0.8181303116,9.71E-13,2.7E-11,0.5171339564,0.9605263158,0.7443946188,0.8994811933,0.7443946188,0.5171339564,0.6102941176,0.1818696884,0.0940509915,0.1263456091,0.7388301361,0.9617685238,0.6437389771,0.9893148963
dacc-temp,las_paredes.temp_min,normal,all,4,glm,7.676,0.19,0.9087818697,0.6698792157,0.8943778487,0.9218092903,0.8181303116,6.65E-27,4.85E-06,0.6573208723,0.9646814404,0.8053435115,0.9268130406,0.8053435115,0.6573208723,0.7238421955,0.1818696884,0.1195467422,0.1484419263,0.8110011564,0.9551206799,0.6754850088,0.9660590823
dacc-temp,las_paredes.temp_min,normal,all,4,rpart,4.813,0.2,0.8895184136,0.571065373,0.8739578075,0.903770131,0.8181303116,1E-16,3.35E-15,0.523364486,0.9709141274,0.8,0.901607717,0.8,0.523364486,0.6327683616,0.1818696884,0.09518413598,0.11898017,0.7471393067,0.9156856192,0.6261022928,0.975487115
dacc-temp,la_llave.temp_min,smote,local,1,C5.0,30.567,0.34,0.8686296716,0.659327922,0.8519780056,0.884045532,0.7774631937,1.02E-22,2.27E-16,0.8651399491,0.8696285506,0.655105973,0.9574979952,0.655105973,0.8651399491,0.7456140351,0.2225368063,0.1925254813,0.2938844847,0.8673842499,0.9567431912,0.9656160458,0.8843760236
dacc,la_llave.temp_min,normal,all,3,glm,11.698,0.25,0.8884484711,0.6784990177,0.8728327375,0.9027597931,0.7774631937,7.7E-34,0.8866897394,0.7531806616,0.9271667881,0.7474747475,0.9291970803,0.7474747475,0.7531806616,0.7503168568,0.2225368063,0.167610419,0.2242355606,0.8401737248,0.9627666818,0.7277936963,0.9541134054
dacc-temp,la_llave.temp_min,smote,local,1,rpart,14.121,0.32,0.8810872027,0.6890996246,0.8650712797,0.8958242881,0.7774631937,2.22E-29,2.09E-15,0.8804071247,0.8812818645,0.6797642436,0.9626093874,0.6797642436,0.8804071247,0.7671840355,0.2225368063,0.1959229898,0.2882219706,0.8808444946,0.9168688415,0.888252149,0.8686537832
dacc-temp,la_llave.temp_min,smote,local,2,C5.0,37.578,0.34,0.8657984145,0.6393489804,0.8490089878,0.8813617783,0.7774631937,2.37E-21,1E-07,0.8040712468,0.8834668609,0.6638655462,0.9403100775,0.6638655462,0.8040712468,0.7272727273,0.2225368063,0.1789354473,0.2695356738,0.8437690539,0.9660763105,0.935530086,0.9125163827
dacc-temp,la_llave.temp_min,normal,all,4,glm,7.427,0.23,0.8934844193,0.686611032,0.8781493449,0.9074967545,0.7773371105,3.56E-37,0.1658332071,0.7353689567,0.9387755102,0.7747989276,0.9252873563,0.7747989276,0.7353689567,0.7545691906,0.2226628895,0.1637393768,0.2113314448,0.8370722335,0.9524924422,0.6991404011,0.941986234
dacc-temp,la_llave.temp_min,smote,local,2,rpart,16.453,0.35,0.8697621744,0.6692716942,0.8531662843,0.8851183582,0.7774631937,2.8E-23,2.36E-23,0.9007633588,0.8608885652,0.6495412844,0.9680589681,0.6495412844,0.9007633588,0.7547974414,0.2225368063,0.2004530011,0.3086070215,0.880825962,0.9274955217,0.9054441261,0.8610747051
dacc-temp,la_llave.temp_min,smote,local,3,C5.0,45.78,0.35,0.8640996602,0.6458491048,0.8472287081,0.8797503893,0.7774631937,1.48E-20,1.57E-14,0.8473282443,0.8689002185,0.649122807,0.9521149242,0.649122807,0.8473282443,0.7350993377,0.2225368063,0.1885617214,0.2904869762,0.8581142314,0.9701805223,0.9570200573,0.9147820387
